"tax_id","org_name","genome_size","coding_genes","isolation_source","reference","ref_type"
907267,"Chlamydia trachomatis RC-J/953",1038792,920,NA,"53853","bioproject_id"
907271,"Chlamydia trachomatis RC-J/966",1038839,926,NA,"53861","bioproject_id"
1007871,"Chlamydia trachomatis RC-J/971",1038442,925,NA,"66011","bioproject_id"
907270,"Chlamydia trachomatis RC-J(s)/122",1061854,935,NA,"53859","bioproject_id"
1007870,"Chlamydia trachomatis RC-L2/55",1038870,927,NA,"66013","bioproject_id"
907268,"Chlamydia trachomatis RC-L2(s)/3",1046171,919,NA,"53855","bioproject_id"
907264,"Chlamydia trachomatis RC-L2(s)/46",1038817,925,NA,"53847","bioproject_id"
667013,"Candidatus Carsonella ruddii DC (Diaphorina citri)",174014,207,NA,"39871","bioproject_id"
1076934,"Streptococcus lutetiensis",1975547,1890,NA,"72209","bioproject_id"
930782,"Listeria monocytogenes J1-220",2947460,2731,NA,"60537","bioproject_id"
669502,"Candidatus Profftella armatura",464857,372,NA,"39873","bioproject_id"
1328306,"Rhizobium etli bv. mimosae Mim1",7197998,6792,NA,"200310","bioproject_id"
877468,"Salmonella enterica subsp. enterica serovar Newport USMARC-S3124.1",4915960,4828,NA,"51643","bioproject_id"
1198232,"Cycloclasticus zancles",2655425,2584,"Isolated from petroleum deposits of the sunken tanker ""Amoco Milford Haven"" (Gulf of Genoa, Ligurian Sea, Italy).","201013","bioproject_id"
1033806,"Halorhabdus tiamatea",3146160,3023,NA,"189729","bioproject_id"
1343077,"Candidatus Nasuia deltocephalinicola",112091,137,NA,"206993","bioproject_id"
1343076,"Candidatus Sulcia muelleri Sulcia-ALF",190733,188,NA,"206992","bioproject_id"
1224163,"Corynebacterium maris",2833547,2584,NA,"172964","bioproject_id"
1167634,"Achromobacter xylosoxidans NH44784-1996",6916670,6388,NA,"40627","bioproject_id"
1266844,"Acetobacter pasteurianus 386B",3078647,2876,NA,"214045","bioproject_id"
1214242,"Streptomyces collinus",8377286,7113,NA,"171216","bioproject_id"
1305849,"Enterococcus faecium Aus0085",3239275,3221,NA,"193299","bioproject_id"
1266738,"Proteus mirabilis BB2000",3846754,3455,NA,"183065","bioproject_id"
1298917,"Salmonella enterica subsp. enterica serovar Pullorum",4682599,4052,NA,"191133","bioproject_id"
1310161,"Corynebacterium glutamicum MB001",3079253,2787,NA,"194154","bioproject_id"
1367847,"Paracoccus aminophilus",4873118,4528,NA,"212980","bioproject_id"
861365,"Klebsiella pneumoniae subsp. rhinoscleromatis SB3432",5384455,5265,NA,"50357","bioproject_id"
1328311,"Borrelia burgdorferi CA382",910736,819,NA,"200089","bioproject_id"
1338518,"Bacillus velezensis UCMB5033",4071167,3877,NA,"214831","bioproject_id"
1150476,"Bacillus velezensis UCMB5113",3889532,3656,NA,"214809","bioproject_id"
1302858,"Borrelia miyamotoi LB-2001",932572,822,NA,"192621","bioproject_id"
1921421,"Geobacillus genomosp. 3",3486308,3584,"Isolated from bark compost in Okayama, Japan.","208285","bioproject_id"
1380908,"Klebsiella pneumoniae JM45",5603174,5141,NA,"213804","bioproject_id"
523849,"Thermococcus litoralis",2215172,2516,NA,"81925","bioproject_id"
930781,"Listeria monocytogenes J1816",3032271,2941,NA,"60535","bioproject_id"
1365176,"Thermofilum adornatus",1750259,1896,"Isolated from a mud sample from a black mud pit (86 deg C, pH 5.5) located near Pauzhetka (Kamchatka Peninsula, Russia).","212068","bioproject_id"
1291379,"Treponema pedis",2889325,2778,NA,"188500","bioproject_id"
1221524,"Amycolatopsis mediterranei RB",10246864,9224,NA,"172643","bioproject_id"
1340853,"Chlamydia trachomatis F/11-96",1042853,928,NA,"213111","bioproject_id"
1136179,"Rhodococcus erythropolis CCM2595",6371421,5828,NA,"81583","bioproject_id"
1352356,"Helicobacter pylori SouthAfrica20",1622903,1703,NA,"209860","bioproject_id"
537973,"Lactobacillus paracasei subsp. paracasei 8700:2",3025352,2781,NA,"30077","bioproject_id"
575614,"Prevotella sp. oral taxon 299",2480269,1960,NA,"40047","bioproject_id"
585143,"Staphylococcus aureus subsp. aureus 55/2053",2777368,2553,NA,"34891","bioproject_id"
1367491,"Campylobacter coli 76339",1584486,1556,NA,"214875","bioproject_id"
1348662,"Corynebacterium argentoratense",2031902,1875,"Isolated from a human throat specimen.","209048","bioproject_id"
469604,"Fusobacterium nucleatum subsp. vincentii 3_1_36A2",2268272,2151,NA,"38357","bioproject_id"
882944,"Vibrio anguillarum M3",4117885,3678,NA,"211964","bioproject_id"
1225522,"Salmonella enterica subsp. enterica serovar Gallinarum/pullorum CDC1983-67",4623089,4331,NA,"173203","bioproject_id"
1392476,"Staphylococcus aureus subsp. aureus 6850 (MSSA)",2736560,2429,NA,"216988","bioproject_id"
1193576,"Staphylococcus aureus subsp. aureus CN1 (CA-MRSA)",2757070,2726,NA,"162343","bioproject_id"
1320309,"Salmonella enterica subsp. enterica serovar Bovismorbificans",4773329,4733,NA,"217868","bioproject_id"
862970,"Streptococcus anginosus C1051",1911706,1729,NA,"50423","bioproject_id"
862971,"Streptococcus anginosus C238",2233640,1970,NA,"50425","bioproject_id"
862967,"Streptococcus intermedius B196",1996214,1815,NA,"50415","bioproject_id"
862966,"Streptococcus intermedius C270",1960728,1778,NA,"50413","bioproject_id"
862969,"Streptococcus constellatus subsp. pharyngis C1050",1991156,1797,NA,"50421","bioproject_id"
696216,"Streptococcus constellatus subsp. pharyngis C232",1935414,1756,NA,"42135","bioproject_id"
862968,"Streptococcus constellatus subsp. pharyngis C818",1935662,1754,NA,"50419","bioproject_id"
1246301,"Variovorax paradoxus B4",7148516,6753,NA,"178088","bioproject_id"
338187,"Vibrio campbellii",6031829,5428,NA,"210229","bioproject_id"
1273173,"Campylobacter coli CVM N29710",1732055,1694,NA,"184035","bioproject_id"
1334187,"Haemophilus influenzae KR494 (serotype f)",1856176,1742,NA,"203127","bioproject_id"
1219076,"Vibrio alginolyticus",5146637,4698,NA,"184046","bioproject_id"
1380767,"Campylobacter jejuni subsp. jejuni 00-2426",1680813,1683,NA,"213841","bioproject_id"
1380768,"Campylobacter jejuni subsp. jejuni 00-2538",1719369,1741,NA,"213842","bioproject_id"
1383068,"Campylobacter jejuni subsp. jejuni 00-2544",1766434,1783,NA,"214465","bioproject_id"
1357994,"Campylobacter jejuni subsp. jejuni 00-2425",1718982,1741,NA,"211797","bioproject_id"
395095,"Mycobacterium tuberculosis Haarlem",4408224,4036,NA,"17353","bioproject_id"
1335916,"Escherichia coli LY180",4835601,4463,NA,"203308","bioproject_id"
1382700,"Escherichia coli PMV-1",5083804,4707,NA,"214779","bioproject_id"
1295826,"Lactococcus lactis subsp. cremoris KW2",2427048,2268,NA,"189982","bioproject_id"
1194085,"Staphylococcus aureus subsp. aureus SA40 (CA-MRSA)",2728308,2465,NA,"167373","bioproject_id"
1201010,"Staphylococcus aureus subsp. aureus SA957 (CA-MRSA)",2789538,2549,NA,"167119","bioproject_id"
1121448,"Desulfovibrio gigas",3796022,3343,NA,"205164","bioproject_id"
1389489,"Leifsonia xyli subsp. cynodontis DSM 46306",2686418,2470,NA,"215687","bioproject_id"
1234369,"Chlamydia pecorum P787",1106409,925,NA,"175547","bioproject_id"
1234367,"Chlamydia pecorum PV3056/3",1104552,921,NA,"175545","bioproject_id"
1234368,"Chlamydia pecorum W73",1106534,925,NA,"175546","bioproject_id"
1163617,"Sulfuricella denitrificans",3217213,3073,NA,"170011","bioproject_id"
1198449,"Aeropyrum camini",1595994,1645,NA,"221786","bioproject_id"
1385727,"Bacillus velezensis NAU-B3",4204608,4006,NA,"215733","bioproject_id"
1367477,"Bacillus infantis",4884713,5066,NA,"212797","bioproject_id"
1400053,"Bacteroidales bacterium CF",2657245,2310,NA,"218492","bioproject_id"
1167629,"Bifidobacterium animalis subsp. lactis ATCC 27673",1963012,1556,NA,"133057","bioproject_id"
1316444,"Blattabacterium sp. (Nauphoeta cinerea)",626626,586,NA,"196320","bioproject_id"
1347340,"Campylobacter jejuni 4031",1669329,1698,NA,"217817","bioproject_id"
1235990,"Candidatus Pantoea carbekii",1151074,825,NA,"222504","bioproject_id"
1244085,"Klebsiella pneumoniae CG43",5166857,4791,NA,"177782","bioproject_id"
424182,"Rhizobium sp. IRBG74",5464982,5479,"Originally isolated in the Philippines from the root nodules of the aquatic legume Sesbania cannabina.","222458","bioproject_id"
1064551,"Salmonella enterica subsp. enterica serovar Thompson",4707648,4357,NA,"70669","bioproject_id"
568709,"Salmonella enterica subsp. enterica serovar Typhimurium DT2",4908645,4496,NA,"222244","bioproject_id"
1247189,"Streptococcus dysgalactiae subsp. equisimilis 167",2076397,2223,NA,"222530","bioproject_id"
28173,"Vibrio nigripulchritudo",6322155,5574,NA,"222436","bioproject_id"
1334565,"Listeria monocytogenes EGD",2907193,2848,NA,"221836","bioproject_id"
1403316,"Mycoplasma parvum",564395,581,NA,"219646","bioproject_id"
85569,"Salmonella enterica subsp. enterica serovar Typhimurium DT104",5027665,4597,NA,"221834","bioproject_id"
1384484,"Adlercreutzia equolifaciens",2862526,2281,NA,"219074","bioproject_id"
1345695,"Clostridium saccharobutylicum",5107814,4393,NA,"217481","bioproject_id"
946483,"Symbiobacter mobilis",2991840,2626,NA,"61809","bioproject_id"
1406864,"Mesoplasma florum W37",825824,733,NA,"222289","bioproject_id"
1156431,"Streptococcus sp. I-G2",1992567,1834,NA,"214027","bioproject_id"
1156433,"Streptococcus sp. I-P16",2023580,1896,NA,"214028","bioproject_id"
69896,"Candidatus Phytoplasma solani",570238,520,NA,"223368","bioproject_id"
1399116,"Lactococcus lactis subsp. lactis KLDS 4.0325",2595492,2598,NA,"218564","bioproject_id"
1341692,"Clostridium autoethanogenum",4352205,4024,NA,"219420","bioproject_id"
1266845,"Carnobacterium inhibens",2497115,2275,NA,"222287","bioproject_id"
1183438,"Gloeobacter kilaueensis",4724791,4507,NA,"162637","bioproject_id"
1406863,"Staphylococcus aureus subsp. aureus Z172 (MRSA/VISA)",3018303,2870,NA,"222409","bioproject_id"
557599,"Mycobacterium kansasii ATCC 12478",6577228,5866,NA,"30907","bioproject_id"
1335757,"Spiribacter sp. UAH-SP71",1926631,1862,NA,"203688","bioproject_id"
1276282,"Staphylococcus pasteuri",2559946,2414,NA,"184845","bioproject_id"
1408179,"Streptococcus pneumoniae A026",2091879,1911,NA,"222882","bioproject_id"
1340847,"Streptococcus suis T15",2240234,2190,NA,"206218","bioproject_id"
1246995,"Actinoplanes friuliensis",9376071,8565,"Isolated from a soil sample at the garden entrance of a house in the Friuli region in Italy in 1987.","178199","bioproject_id"
1412898,"Bacillus amyloliquefaciens CC178",3916828,3950,NA,"224754","bioproject_id"
1241583,"Burkholderia pseudomallei NCTC 13179",7337157,6085,NA,"177186","bioproject_id"
1358410,"Campylobacter coli 15-537360",1685020,1621,NA,"211871","bioproject_id"
1355100,"Escherichia coli JJ1886",5308284,5049,NA,"218163","bioproject_id"
69328,"Pseudomonas sp. VLB120",5966222,5479,"Isolated at the University of Stuttgart from forest soil.","178195","bioproject_id"
1412841,"Anaplasma marginale Dawn",1196760,794,NA,"224564","bioproject_id"
1244528,"Campylobacter fetus subsp. testudinum 03-427",1775480,1695,NA,"177177","bioproject_id"
1412840,"Anaplasma marginale Gypsy Plains",1198622,858,NA,"224303","bioproject_id"
1415784,"Bacillus toyonensis",5025419,4942,NA,"225857","bioproject_id"
1261131,"Candidatus Liberibacter americanus",1195201,983,NA,"181147","bioproject_id"
1399115,"Exiguobacterium sp. MH3",3164195,3203,"Isolated from the rhizosphere of a duckweed strain, Lemna minor, collected from Shenzhen, China.","225654","bioproject_id"
311458,"Candidatus Caldiarchaeum subterraneum",1680938,1730,NA,"49157","bioproject_id"
1231072,"Clostridium tetani 12124569",2865850,2845,NA,"218016","bioproject_id"
1408206,"Pediococcus pentosaceus SL4",1789138,1709,NA,"222573","bioproject_id"
1343740,"Streptomyces rapamycinicus",12700734,10002,NA,"207502","bioproject_id"
1266371,"Candidatus Tremblaya phenacola",171500,175,NA,"182905","bioproject_id"
634997,"Mycoplasma hyorhinis DBS 1050",837447,737,NA,"221198","bioproject_id"
1279007,"Pseudomonas aeruginosa PA1",6498072,5902,NA,"185335","bioproject_id"
1279008,"Pseudomonas aeruginosa PA1R",6309305,5612,NA,"185336","bioproject_id"
529122,"Bacillus thuringiensis YBT-1518",6672921,6738,NA,"63189","bioproject_id"
1300150,"Enterococcus mundtii",3351060,3221,NA,"192584","bioproject_id"
627343,"Zymomonas mobilis subsp. mobilis CP4 = NRRL B-14023",2163236,1840,NA,"35033","bioproject_id"
754093,"Shigella dysenteriae 1617",4480198,6409,NA,"218020","bioproject_id"
1423891,"Brucella ceti TE10759-12",3278034,2611,NA,"227977","bioproject_id"
1407053,"Brucella ceti TE28753-12",3277545,2376,NA,"227567","bioproject_id"
1416914,"Pandoraea pnomenusa 3kgm",5429298,4251,NA,"226227","bioproject_id"
1415167,"Bacillus subtilis PY79",4033459,4138,NA,"225627","bioproject_id"
1388758,"Dehalococcoides mccartyi GY50",1407418,1519,NA,"215679","bioproject_id"
1407462,"Helicobacter pylori BM012A",1660425,1571,NA,"224090","bioproject_id"
1407463,"Helicobacter pylori BM012S",1660469,1573,NA,"229079","bioproject_id"
1408186,"Lactobacillus johnsonii N6.2",1887251,1698,NA,"222774","bioproject_id"
1394711,"Candidatus Saccharibacteria bacterium RAAC3_TM7_1",845464,920,NA,"217186","bioproject_id"
1029756,"Hyphomicrobium nitrativorans",3653837,3331,NA,"229194","bioproject_id"
1406860,"Salmonella enterica subsp. enterica serovar Agona 24249",4762840,4342,NA,"222376","bioproject_id"
1276258,"Spiroplasma apis",1160554,997,NA,"184751","bioproject_id"
1394709,"Candidate division SR1 bacterium RAAC1_SR1_1",1177760,1059,NA,"217185","bioproject_id"
1394710,"Candidate division WWE3 bacterium RAAC2_WWE3_1",878109,871,NA,"217183","bioproject_id"
673862,"Candidatus Babela massiliensis",1118422,981,NA,"222461","bioproject_id"
1417673,"Haloarcula hispanica N601",3901495,3932,NA,"227070","bioproject_id"
93220,"Pandoraea pnomenusa",5385946,4646,NA,"230133","bioproject_id"
1415629,"Pseudomonas aeruginosa MTB-1",6580038,6078,NA,"225944","bioproject_id"
1356861,"Francisella noatunensis subsp. orientalis LADL--07-285A",1858987,1624,NA,"210898","bioproject_id"
1006581,"Mycoplasma gallisepticum S6",985433,816,NA,"65551","bioproject_id"
1400867,"Acinetobacter baumannii ZW85-1",3925246,3635,NA,"219230","bioproject_id"
1401659,"Cronobacter sakazakii CMCC 45402",4559945,4313,NA,"217377","bioproject_id"
1429244,"Paenibacillus polymyxa CR1",6019882,4967,NA,"230571","bioproject_id"
1379702,"Methanobacterium sp. MB1",2029766,2021,"Isolated from a rural biogas plant producing methane-rich biogas from maize silage and cattle manure in Germany.","227910","bioproject_id"
1300254,"Alteromonas mediterranea MED64",4397537,3815,NA,"191599","bioproject_id"
700508,"Mycobacterium neoaurum",5421267,4664,NA,"177066","bioproject_id"
1430440,"Magnetospirillum gryphiswaldense",4365796,4255,NA,"227086","bioproject_id"
999552,"Leisingera methylohalidivorans",4650996,4530,NA,"74371","bioproject_id"
1415773,"Mycoplasma ovis",702511,840,NA,"225755","bioproject_id"
697284,"Paenibacillus larvae",4056006,3928,NA,"42205","bioproject_id"
1216976,"Achromobacter xylosoxidans NBRC 15126 = ATCC 27061",6683584,6065,NA,"209573","bioproject_id"
1415165,"Bacillus amyloliquefaciens LFB112",3942754,3859,NA,"225659","bioproject_id"
1431547,"Chlamydia trachomatis C/TW-3",1051055,928,NA,"230246","bioproject_id"
1423892,"Ehrlichia muris",1196717,904,NA,"228704","bioproject_id"
1423144,"Phaeobacter gallaeciensis DSM 26640",4540155,4359,NA,"227502","bioproject_id"
1415630,"Pseudomonas sp. TKP",7012672,6297,"Isolated from a gamma-hexachlorocyclohexane-degrading mixed culture.","225946","bioproject_id"
1408272,"Pseudomonas aeruginosa LES431",6550070,5964,NA,"222518","bioproject_id"
1427342,"Pseudomonas aeruginosa SCV20265",6725183,6299,NA,"229445","bioproject_id"
1435044,"Pseudomonas monteilii SB3078",6000087,5436,NA,"231107","bioproject_id"
1435058,"Pseudomonas monteilii SB3101",5945120,5360,NA,"231108","bioproject_id"
1435356,"Rhodococcus pyridinivorans",5590512,5158,NA,"231235","bioproject_id"
1435377,"Sulfolobus acidocaldarius SUSAZ",2061920,2146,NA,"231215","bioproject_id"
243274,"Thermotoga maritima MSB8",1869644,1871,NA,"63051","bioproject_id"
1394889,"Thermosynechococcus sp. NK55",2520064,2232,NA,"218025","bioproject_id"
880074,"Barnesiella viscericola",3076856,2512,NA,"51771","bioproject_id"
1441930,"Chania multitudinisentens",5488183,4540,NA,"232738","bioproject_id"
871738,"Dehalobacter restrictus",2943336,2790,NA,"66209","bioproject_id"
427140,"Leuconostoc mesenteroides KFRI-MG",1896413,1820,NA,"18679","bioproject_id"
743835,"Bacillus anthracis A16",5505446,5530,NA,"40303","bioproject_id"
673518,"Bacillus anthracis A16R",5409446,5920,NA,"40353","bioproject_id"
1273266,"Campylobacter fetus subsp. venerealis cfvi03/293",1996729,1939,NA,"183998","bioproject_id"
932678,"Thermocrinis ruber",1521037,1627,NA,"75073","bioproject_id"
1441629,"Pseudomonas cichorii",5986012,5174,NA,"232591","bioproject_id"
838561,"Spiroplasma mirum ATCC 29335",1132591,1091,NA,"49731","bioproject_id"
1239307,"Sodalis praecaptivus",5159425,4282,"Isolated from a hand wound following impalement with a tree branch.","199998","bioproject_id"
582419,"Thermococcus paralvinellae",1957742,2016,"Isolated from a Paralvinella sp. polychaete worm collected from a hydrothermal vent on the Endeavor Segment in the NorthEastern Pacific Ocean.","230233","bioproject_id"
2342,"Candidatus Sodalis pierantonius",4513140,2309,NA,"34865","bioproject_id"
694431,"Desulfurella acetivorans",1819992,1833,NA,"76511","bioproject_id"
797299,"Halostagnicola larsenii",4131176,4171,NA,"71415","bioproject_id"
754523,"Rhizobium leguminosarum bv. trifolii WSM1689",6903379,6711,NA,"62289","bioproject_id"
1248902,"Escherichia coli O145:H28 RM13514 (EHEC)",5737294,5776,NA,"178648","bioproject_id"
1248915,"Escherichia coli O145:H28 RM13516 (EHEC)",5559008,5513,NA,"178650","bioproject_id"
1249474,"Burkholderia pseudomallei MSHR511",7316085,5964,NA,"178674","bioproject_id"
1307761,"Salinispira pacifica",3782798,3397,"Isolated from an anaerobic enrichment culture inoculated with slurries of a cyanobacterial mat retrieved from the hypersaline Lake 21 on the Kiritimati atoll (Northern Line Islands, Republic of Kiribati).","227794","bioproject_id"
1357279,"Pseudomonas syringae CC1557",5811653,5068,NA,"211401","bioproject_id"
1033991,"Rhizobium leguminosarum bv. trifolii CB782",6703653,6496,NA,"67103","bioproject_id"
1247726,"Advenella mimigardefordensis",4764126,4084,NA,"178261","bioproject_id"
1263829,"Bibersteinia trehalosi USDA-ARS-USMARC-188",2340975,2146,NA,"182311","bioproject_id"
1263831,"Bibersteinia trehalosi USDA-ARS-USMARC-189",2454127,2373,NA,"182312","bioproject_id"
1263832,"Bibersteinia trehalosi USDA-ARS-USMARC-190",2443169,2301,NA,"182313","bioproject_id"
1009859,"Buchnera aphidicola F009 (Myzus persicae)",651310,573,NA,"66107","bioproject_id"
1009858,"Buchnera aphidicola G002 (Myzus persicae)",651316,572,NA,"66105","bioproject_id"
1009856,"Buchnera aphidicola USDA (Myzus persicae)",651306,575,NA,"66101","bioproject_id"
