"tax_id","name_class","org_name","Strain","metabolism","pathways","carbon_substrates","sporulation","cell_shape","motility","optimum_ph","optimum_tmp","d1_lo","d1_up","d2_lo","d2_up","isolation_source","reference","ref_type"
1389713,"scientific name","Mycobacterium paragordonae",NA,NA,NA,NA,"no","rod",NA,NA,27.5,NA,NA,NA,NA,"other, human sputum","doi.org/10.1099/ijs.0.051540-0","doi"
1389713,"scientific name","Mycobacterium paragordonae","49061T",NA,NA,"Tween 80","no","rod",NA,NA,27.5,NA,NA,NA,NA,"other, human artery","doi.org/10.1099/ijs.0.051540-0","doi"
1389713,"scientific name","Mycobacterium paragordonae","49061T",NA,NA,NA,"no","rod",NA,NA,27.5,NA,NA,NA,NA,"other, human respiratory tract ","doi.org/10.1099/ijs0.051540-0","doi"
1389713,"scientific name","Mycobacterium paragordonae","49061T",NA,NA,"Tween 80, urea","no","rod",NA,NA,27.5,NA,NA,NA,NA,"human - fecal","doi.org/10.1099/ijs.0.051540-0","doi"
1069221,"scientific name","Mycobacterium parakoreense","299","obligate aerobe","nitrate_reduction",NA,"no","ovoid/coccobacillus",NA,NA,37,NA,NA,NA,NA,"human - mouth","doi.org/10.1099/ijs.0.045070-0","doi"
240125,"scientific name","Mycobacterium parascrofulaceum","HSC68T",NA,NA,NA,NA,NA,"non-motile",NA,37,NA,NA,NA,NA,"human - mouth","doi.org/10.1099/ijs.0.02940-0","doi"
590652,"scientific name","Mycobacterium paraseoulense","31118",NA,NA,NA,"no","rod","non-motile",NA,37,NA,NA,NA,NA,"other, human sputum sample","doi.org/10.1099/ijs.0.012054-0","doi"
590652,"scientific name","Mycobacterium paraseoulense","31118",NA,NA,NA,"no","rod",NA,NA,37,NA,NA,NA,NA,"human - mouth","doi.org/10.1099/ijs.0.012054-0","doi"
185642,"scientific name","Mycobacterium parmense","MUP 1182T",NA,NA,"Tween 80","no","rod","non-motile",NA,31,NA,NA,NA,NA,"other, human cervical lymph node","doi.org/10.1099/ijs.0.02760-0","doi"
265949,"scientific name","Mycobacterium pseudoshottsii","L15T",NA,NA,"Tween 80","no","ovoid/coccobacillus",NA,NA,24,0.5,NA,0.9,NA,"other, striped bass","doi.org/10.1099/ijs.0.63343-0","doi"
216929,"scientific name","Mycobacterium psychrotolerans","WA101T",NA,"nitrate_reduction","adonitol, fructose, gluconic acid, glucose, glycerol, malate, mannitol, mannose, N-acetylgulcosamine, sorbitol, sucrose, trehalose, xylose","no","rod","non-motile",NA,NA,NA,NA,NA,NA,"freshwater","doi.org/10.1099/ijs.0.02938-0","doi"
486698,"scientific name","Mycobacterium riyadhense","NLA000201958T",NA,"nitrate_reduction","Tween 80, urea",NA,NA,NA,NA,36,NA,NA,NA,NA,"human - mouth","doi.org/10.1099/ijs.0.005629-0","doi"
318424,"scientific name","Mycobacterium rufum","JS14T","obligate aerobe","nitrate_reduction","fructose, glucose, mannitol, sorbitol, trehalose, xylitol, xylose",NA,"rod","non-motile",NA,28,NA,NA,NA,NA,"soil","doi.org/10.1099/ijs.0.65827-0","doi"
370526,"scientific name","Mycobacterium rutilum","czh-117T","obligate aerobe",NA,"glucose, mannitol, sorbitol, xylitol, xylose",NA,"rod","non-motile",NA,37,NA,NA,NA,NA,"soil","doi.org/10.1099/ijs.0.65827-0","doi"
220927,"scientific name","Mycobacterium saskatchewanense","00-250T",NA,NA,"Tween 80",NA,"rod",NA,NA,31,NA,NA,NA,NA,"other, human respiratory tract ","doi.org/10.1099/ijs.0.02739-0","doi"
1286180,"scientific name","Mycobacterium sediminis","YIM M13028",NA,NA,NA,"no","ovoid/coccobacillus","non-motile",7,28,NA,NA,NA,NA,"marine sediment","doi.org/10.1099/ijs.0.050567-0","doi"
386913,"scientific name","Mycobacterium senuense","05-832",NA,"nitrate_reduction",NA,"no","rod",NA,NA,37,NA,NA,NA,NA,"other, human - respiratory","doi.org/10.1099/ijs.0.65374-0","doi"
386911,"scientific name","Mycobacterium seoulense","03-19T",NA,"nitrate_reduction",NA,"no","rod",NA,NA,37,NA,NA,NA,NA,"human - mouth","doi.org/10.1099/ijs.0.64744-0","doi"
431269,"scientific name","Mycobacterium setense","ABO-M06",NA,"nitrate_reduction","glucose, mannitol",NA,"rod",NA,NA,30,NA,NA,NA,NA,"human - skin","doi.org/10.1099/ijs.0.65222-0","doi"
470076,"scientific name","Mycobacterium stomatepiae","T11","obligate aerobe",NA,NA,"no","rod",NA,7,30,NA,NA,NA,NA,"other, striped barombi mbo cichlid","doi.org/10.1099/ijs.0.2008/001164-0","doi"
701043,"scientific name","Mycobacterium timonense","5351974T",NA,NA,"citric acide (citrate), ribose",NA,NA,NA,NA,NA,0.45,NA,0.9,NA,"human - mouth","doi.org/10.1099/ijs.0.010637-0","doi"
547163,"scientific name","Mycobacterium vulneris","NLA000700772T",NA,NA,NA,"no","rod",NA,NA,30.5,NA,NA,NA,NA,"other, wound debridement specimen","doi.org/10.1099/ijs.0.008854-0","doi"
1203599,"scientific name","Mycobacterium yongonense","05-1390","obligate aerobe",NA,NA,"no","rod",NA,5.5,37,NA,NA,NA,NA,"human - mouth","doi.org/doi: 10.1099/ijs.0.037465-0","doi"
273136,"scientific name","Mycoplasma amphoriforme","A39T","facultative anaerobe",NA,"glucose",NA,NA,NA,NA,37,NA,NA,NA,NA,"human - mouth","doi.org/10.1099/ijs.0.63269-0","doi"
2105,"scientific name","Mycoplasma leachii","PG50T ","facultative anaerobe",NA,"glucose",NA,NA,"non-motile",NA,37,NA,NA,NA,NA,"other, arthritic joint of a calf","doi.org/10.1099/ijs.0.005546-0","doi"
458208,"scientific name","Mycoplasma mucosicanis","1642T ","facultative aerobe",NA,NA,NA,"cocci","non-motile",NA,37,0.35,NA,1,NA,"other, dog -oral","doi.org/10.1099/ijs.0.015750-0","doi"
872983,"scientific name","Mycoplasma neophronis","G.A.",NA,NA,"arginine",NA,NA,NA,NA,NA,NA,NA,NA,NA,"other, vultures","doi.org/10.1099/ijs.0.033803-0","doi"
171632,"scientific name","Mycoplasma ovis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"other, sheep and goats","doi.org/10.1099/ijs.0.02858-0","doi"
1150112,"scientific name","Myroides guanonis","IM13","obligate aerobe",NA,NA,NA,"rod","non-motile",7.5,30,0.5,NA,1,NA,"other, prehistoric paintings","doi.org/10.1099/ijs.0.050831-0","doi"
703342,"scientific name","Myroides marinus","JS-08T","obligate aerobe",NA,"2,3-butanediol, alanine, alanine, asparagine, aspartic acid (aspartate), citric acide (citrate), inosine, leucine, proline, propionic acid (propionate), serine, succinic acid (succinate), threonine, Tween 40, Tween 60, Tween 80, uridine","no","rod","non-motile",6.5,30,0.25,NA,0.8,NA,"seawater","doi.org/10.1099/ijs.0.024067-0","doi"
270914,"scientific name","Myroides pelagicus","SM1","obligate aerobe",NA,"acetate, alanine, alanine, asparagine, aspartic acid (aspartate), glutamic acid, glycogen, lactate, leucine, methyl pyruvate, ornithine, proline, serine, succinic acid (succinate), threonine, uridine","no","rod","non-motile",NA,33.5,0.2,0.3,0.5,1,"seawater","doi.org/10.1099/ijs.0.64336-0","doi"
702745,"scientific name","Myroides phaeus","MY15","obligate aerobe","nitrate_reduction","sorbitol, sucrose","no","rod","non-motile",8,28,0.4,0.5,0.7,1.2,"human - mouth","doi.org/10.1099/ijs.0.029215-0","doi"
1162966,"scientific name","Naasia aerilata","5116S-4","obligate aerobe","nitrate_reduction","2-ketogluconate, fucose, glucose, glycogen, lactate, mannitol, mannose, ribose, sorbitol, sucrose","no","rod","flagella",7,30,1.8,NA,2.8,NA,"other, air","doi.org/10.1099/ijs.0.046599-0","doi"
1265690,"scientific name","Nafulsella turpanensis","ZLM-10","obligate aerobe",NA,"fructose, glucose, maltose, ribose, sucrose",NA,"rod","gliding",7,33.5,0.55,NA,2.3,NA,"soil","doi.org/10.1099/ijs.0.044651-0","doi"
1052145,"scientific name","Namhaeicola litoreus","DPG-25","obligate aerobe",NA,"galactose, trehalose",NA,"ovoid/coccobacillus","non-motile",7.25,25,0.55,NA,5,NA,"seawater","doi.org/10.1099/ijs.0.036046-0","doi"
929101,"scientific name","Natranaerobaculum magadiense","Z-1001","anaerobic",NA,"acetate, formic acid, lactate, propionic acid (propionate), succinic acid (succinate)","yes","rod","motile, but unspecified structure",9.5,47.5,0.35,NA,5,NA,"hypersaline environment","doi.org/10.1099/ijs.0.054536-0","doi"
759412,"scientific name","Natranaerobius trueperi","JW/NM-WN-LUT","anaerobic","nitrate_reduction","acetate, arginine, cellobiose, glucose, lactate, pyruvic acid (pyruvate), ribose, sucrose, tryptophan","no","rod","non-motile",9.5,52,0.6,NA,2.5,NA,"hypersaline environment","doi.org/10.1099/ijs.0.008151-0","doi"
549003,"scientific name","Natribacillus halophilus","HN30","obligate aerobe",NA,"mannitol, raffinose, sorbitol, sucrose, trehalose","yes","rod","motile, but unspecified structure",8.25,30,1,1.5,3,5,"soil","doi.org/10.1099/ijs.0.028506-0","doi"
419186,"scientific name","Natrinema gari","HIS40-3","obligate aerobe",NA,"arabinose, glucose, glycerol","no","rod","motile, but unspecified structure",6.25,38.5,0.5,0.8,2,3,"other, anchovy fish sauce","doi.org/10.1099/ijs.0.65644-0","doi"
926360,"scientific name","Natronoarchaeum mannanilyticum","YSM-123","obligate aerobe",NA,"cellobiose, glucose, lactose, mannose, raffinose",NA,"rod","non-motile",NA,37,1,5,NA,NA,"seawater","doi.org/10.1099/ijs.0.016600-0","doi"
558529,"scientific name","Natronoarchaeum philippinense","294-194-5","obligate aerobe",NA,"arabinose, fructose, galactose, glucose, glycerol, mannose, pyruvic acid (pyruvate), ribose, xylose",NA,NA,"non-motile",8,41,0.7,NA,2.25,NA,"food product","doi.org/10.1099/ijs.0.042549-0","doi"
1095778,"scientific name","Natronobacterium texcoconense","B23","obligate aerobe",NA,"glucose, lactose, mannose, sucrose",NA,"ovoid/coccobacillus",NA,8,37,0.9,NA,8.5,NA,"soil","doi.org/10.1099/ijs.0.053629-0","doi"
1052014,"scientific name","Natronococcus roseus","GG-1","obligate aerobe","nitrate_reduction","acetate, asparagine, fructose, glucose, glutamic acid, glycine, lactate, lactose, maltose, mannitol, propionic acid (propionate), pyruvic acid (pyruvate), serine, sorbitol, succinic acid (succinate), sucrose, threonine",NA,"cocci","non-motile",9.25,41,1.5,NA,1.5,NA,"freshwater sediment","doi.org/doi: 10.1099/ijs.0.036558-0","doi"
416273,"scientific name","Natronomonas moolapensis","8.8.11","obligate aerobe",NA,"acetate, ethanol, glycerol, lactate, propionic acid (propionate)",NA,"cocci","motile, but unspecified structure",7.25,NA,1.2,NA,NA,NA,"other, marine solar saltern crystallizer","doi.org/10.1099/ijs.0.010132-0","doi"
416273,"scientific name","Natronomonas moolapensis","8.8.11","obligate aerobe",NA,"acetate, butanol, glycerol, lactate, propionic acid (propionate), pyruvic acid (pyruvate)","yes","rod","motile, but unspecified structure",7.25,30,0.7,NA,1.7,NA,"other, solar saltern crystallizer pond","doi.org/10.1099/ijs.0.010132-0","doi"
348826,"scientific name","Natronorubrum aibiense","7-Mar","obligate aerobe","nitrate_reduction","galactose, glucose, maltose, sucrose","no","rod","motile, but unspecified structure",8,45,0.8,1,1.4,3.6,"other, salt lake","doi.org/10.1099/ijs.0.64222-0","doi"
640943,"scientific name","Natronorubrum sediminis","CG-6","obligate aerobe","nitrate_reduction","arabinose, asparagine, fructose, glucose, mannose, xylose",NA,"rod","non-motile",9,37,0.8,1,4,6,"other, saline lake","doi.org/10.1099/ijs.0.015602-0","doi"
640943,"scientific name","Natronorubrum sediminis","CG-6","obligate aerobe","nitrate_reduction","arabinose, asparagine, fructose, glucose, mannose, xylose",NA,"rod","non-motile",9,37,0.5,NA,0.9,NA,"hypersaline environment","doi.org/10.1099/ijs.0.015602-0","doi"
388259,"scientific name","Natronorubrum sulfidifaciens","AD2T","obligate aerobe","nitrate_reduction","acetate, glucose, glycerol, lactate, malate, maltose, pyruvic acid (pyruvate), succinic acid (succinate), sucrose","no","rod","motile, but unspecified structure",8.95,45.5,NA,NA,NA,NA,"other, salt lake","doi.org/10.1099/ijs.0.64651-0","doi"
759415,"scientific name","Natronovirga wadinatrunensis","JW/NM-WN-LH1T","anaerobic",NA,"acetate, fructose, galactose, glucose, lactose, mannose, ornithine, pyruvic acid (pyruvate), sucrose, trehalose, tryptophan","no","rod","non-motile",9.9,51,0.35,NA,4.5,NA,"hypersaline environment","doi.org/10.1099/ijs.0.008151-0","doi"
759415,"scientific name","Natronovirga wadinatrunensis","JW/NM-WN-LUT","anaerobic",NA,"acetate, cellobiose, citric acide (citrate), fructose, galactose, glucose, lactate, lactose, mannose, ornithine, pyruvic acid (pyruvate), ribose, sucrose, trehalose","no","ovoid/coccobacillus","non-motile",9.5,52,0.35,NA,4.5,NA,"hypersaline environment","doi.org/DOI 10.1099/ijs.0.008151-0","doi"
993414,"scientific name","Naumannella halotolerans","WS4616","obligate aerobe",NA,"adonitol, arabinose, arabitol, fructose, galactose, glucose, glycerol, maltose, mannitol, mannose, ribose, sorbitol, sucrose, trehalose","no","cocci","non-motile",NA,NA,1.15,NA,NA,NA,"other, pharmaceutical clean room, food","doi.org/10.1099/ijs.0.037218-0","doi"
1209964,"scientific name","Naumovozyma baii","BW 22",NA,NA,"galactose, glucose, trehalose",NA,"ovoid/coccobacillus",NA,NA,NA,3.75,NA,6.25,NA,"other, rotten wood","doi.org/10.1099/ijs.0.044909-0","doi"
481446,"scientific name","Nautella italica","LMG 24365T","obligate aerobe",NA,"Tween 80",NA,"rod","flagella",7.25,24,0.9,NA,1.8,NA,"seawater","doi.org/10.1099/ijs.0.002683-0","doi"
498371,"scientific name","Nautilia abyssi","PH1209T","anaerobic",NA,"glutamic acid, urea","no","rod","flagella",6.25,60,0.4,NA,1.6,NA,"seawater","doi.org/10.1099/ijs.0.005454-0","doi"
646273,"scientific name","Nautilia nitratireducens","MB-1","anaerobic",NA,"formic acid",NA,"rod","flagella",7,55,0.4,NA,1.25,NA,"other, hydrothermal vent","doi.org/10.1099/ijs.0.013904-0","doi"
646273,"scientific name","Nautilia nitratireducens","MB-1","anaerobic",NA,"formic acid",NA,"rod","flagella",7,55,0.3,0.5,1,1.5,"other, deep-sea hydrothermal vent","doi.org/10.1099/ijs.0.013904-0","doi"
244787,"scientific name","Nautilia profundicola","AmH","anaerobic",NA,"formic acid","no","rod","motile, but unspecified structure",7,40,0.3,NA,0.4,NA,"other, deep-sea hydrothermal vents","doi.org/10.1099/ijs.0.65435-0","doi"
286638,"synonym","Naxibacter alkalitolerans","YIM31775T","obligate aerobe",NA,"dextrin, fructose, galactose, glucose, glycerol, lactose, maltose, mannitol, mannose, melibiose, raffinose, ribose, salicin, xylitol","no","rod","flagella",8,32.5,0.65,NA,1.675,NA,"soil","doi.org/10.1099/ijs.0.63407-0","doi"
457923,"synonym","Naxibacter haematophilus","CCUG 38318","obligate aerobe",NA,"acetate, adipate, pyruvic acid (pyruvate)","no","rod","non-motile",7,27.5,1,NA,2,NA,"other, clinical specimens and water samples","doi.org/10.1099/ijs.0.65516-0","doi"
648895,"synonym","Naxibacter suwonensis","5414S-25","obligate aerobe",NA,"3-hydroxybutyrate, adipate, alanine, alanine, glycogen, histidine, malate, maltose, phenylacetate, proline, propionic acid (propionate), serine, suberic acid, valerate",NA,"rod","flagella",7,30,0.6,0.8,1.2,3,"other, air sample","doi.org/10.1099/ijs.0.015479-0","doi"
457921,"synonym","Naxibacter varians","CCUG 35299","obligate aerobe",NA,"3-hydroxybutyrate, acetate, pyruvic acid (pyruvate)","no","rod","non-motile",7,27.5,1,NA,2,NA,"other, clinical specimens and water samples","doi.org/10.1099/ijs.0.65516-0","doi"
620903,"scientific name","Negativicoccus succinicivorans","ADV 07/08/06-B-1388","anaerobic",NA,NA,"no","cocci","non-motile",NA,NA,0.4,NA,NA,NA,"human - skin","doi.org/10.1099/ijs.0.013102-0","doi"
620903,"scientific name","Negativicoccus succinicivorans","ADV 07/08/06-B-1388","anaerobic",NA,"succinic acid (succinate)","no","cocci","non-motile",NA,NA,0.4,NA,NA,NA,"other, human clinical samples from skin and soft tissues","doi.org/10.1099/ijs.0.013102-0","doi"
508461,"scientific name","Neiella marina","J221","obligate aerobe","nitrate_reduction","arabinose, citric acide (citrate), mannitol, mannose, xylose","no","rod","flagella",7.75,26.5,0.5,NA,1.6,NA,"other, intestine of a sea cucumber","doi.org/10.1099/ijs.0.043448-0","doi"
326522,"scientific name","Neisseria animaloris","EF-4a","facultative anaerobe","nitrate_reduction","citric acide (citrate)","no","rod","non-motile",7,20,NA,NA,NA,NA,"human - skin, thumb wound","doi.org/10.1099/ijs.0.64142-0","doi"
1107316,"scientific name","Neisseria oralis","6332","facultative anaerobe","nitrate_reduction","glucose, maltose, sucrose",NA,"cocci","non-motile",NA,NA,0.5,NA,0.5,NA,"other, human blood","doi.org/10.1099/ijs.0.041731-0","doi"
607712,"scientific name","Neisseria shayeganii","871","facultative anaerobe","nitrate_reduction",NA,NA,"rod","non-motile",NA,NA,1.25,NA,4,NA,"human - mouth","doi.org/10.1099/ijs.0.022426-0","doi"
607712,"scientific name","Neisseria shayeganii","871T","facultative anaerobe","nitrate_reduction","glucose",NA,"rod",NA,NA,26,1.25,NA,4,NA,"other, clinical specimens","doi.org/10.1099/ijs.0.022426-0","doi"
607711,"scientific name","Neisseria wadsworthii","9715","facultative anaerobe","nitrate_reduction",NA,NA,"cocci","non-motile",NA,NA,1.55,NA,1.55,NA,"human - skin","doi.org/10.1099/ijs.0.022426-0","doi"
607711,"scientific name","Neisseria wadsworthii","Neisseria wadsworthii","facultative anaerobe","nitrate_reduction","glucose, leucine, proline",NA,"cocci","non-motile",NA,NA,1.55,NA,1.55,NA,"other, clinical speciments","doi.org/10.1099/ijs.0.022426-0","doi"
607711,"scientific name","Neisseria wadsworthii","9715T","facultative anaerobe","nitrate_reduction","arginine, fructose, glucose",NA,"cocci",NA,NA,26,1.55,NA,NA,NA,"other, clinical specimens","doi.org/10.1099/ijs.0.022426-0","doi"
326523,"scientific name","Neisseria zoodegmatis","EF-4b","facultative anaerobe","nitrate_reduction","acetate, glucose","no","rod","non-motile",7,20,NA,NA,NA,NA,"other, dog bite wound","doi.org/10.1099/ijs.0.64142-0","doi"
207954,"scientific name","Neptuniibacter caesariensis","MED92T","obligate aerobe",NA,"acetate, alanine, alanine, aspartic acid (aspartate), citric acide (citrate), gamma-aminobutyric acid, glutamic acid, lactate, malate, propionic acid (propionate), putrescine, pyruvic acid (pyruvate), succinic acid (succinate)",NA,"rod","motile, but unspecified structure",NA,26,0.65,NA,1.9,NA,"seawater","doi.org/10.1099/ijs.0.64524-0","doi"
651666,"scientific name","Neptuniibacter halophilus","antisso-13","obligate aerobe",NA,"acetate, alanine, arginine, aspartic acid (aspartate), fructose, galactose, gamma-aminobutyric acid, glutamic acid, glycerol, glycine, histidine, lactate, leucine, myo-inositol, ornithine, putrescine, serine, sorbitol, succinic acid (succinate), threonine, urea, xylose",NA,NA,"flagella",7.25,27.5,0.3,NA,1.6,NA,"hypersaline environment","doi.org/10.1099/ijs.0.030379-0","doi"
619304,"scientific name","Neptunomonas antarctica","S3-22","facultative aerobe","nitrate_reduction","fructose, mannitol",NA,"rod","flagella",6.75,15,0.6,1,1.6,1.8,"freshwater sediment, marine sediment","doi.org/10.1099/ijs.0.017756-0","doi"
1031538,"scientific name","Neptunomonas concharum","LHW37","facultative anaerobe","nitrate_reduction","methyl beta-D-glucoside",NA,"rod","motile, but unspecified structure",7.5,37,0.55,NA,1.1,NA,"other, dead ark clam","doi.org/10.1099/ijs.0.037473-0","doi"
417574,"scientific name","Neptunomonas japonica","JAMM 0745","facultative anaerobe","nitrate_reduction",NA,"no","rod","flagella",7.5,20,0.9,NA,1.7,NA,"marine sediment","doi.org/10.1099/ijs.0.65509-0","doi"
1045558,"scientific name","Neptunomonas qingdaonensis","P10-2-4","obligate aerobe","nitrate_reduction","caprate, citric acide (citrate), malate, phenylacetate",NA,"rod","flagella",7,20,0.75,NA,1.5,NA,"marine sediment","doi.org/10.1099/ijs.0.041970-0","doi"
282199,"scientific name","Nereida ignava"," 2SM4T","obligate aerobe",NA,"acetate, citric acide (citrate), glucose, lactate, malate, maltose, mannitol, mannose, ornithine, propionic acid (propionate), pyruvic acid (pyruvate), serine, succinic acid (succinate)",NA,"rod","non-motile",NA,20.5,0.25,NA,2,NA,"seawater","doi.org/10.1099/ijs.0.63442-0","doi"
