microbe_id,kingdom,phylum,class,order,family,genus,species,gram_stain,gram_stain_citation,microbiome_location,microbiome_location_citation,antimicrobial_susceptibility,antimicrobial_susceptibility_citation,optimal_temperature,optimal_temperature_citation,extreme_environment,extreme_environment_citation,biofilm_forming,biofilm_forming_citation,optimal_ph,optimal_ph_citation,animal_pathogen,animal_pathogen_citation,spore_forming,spore_forming_citation,pathogenicity,pathogenicity_citation,plant_pathogen,plant_pathogen_citation
4014,Viruses,Viruses noname,Viruses noname,Tymovirales,Betaflexiviridae,Carlavirus,Potato virus H,,,,,,,,,,,,,,,,,,,,,,
4015,Viruses,Viruses noname,Viruses noname,Caudovirales,Podoviridae,T7likevirus,Enterobacteria phage EcoDS1,,,,,,,,,0,,0,,,,0,,0,,,,0,
4016,Viruses,Viruses noname,Viruses noname,Caudovirales,Siphoviridae,Siphoviridae noname,Sodalis phage SO 1,,,0,,,,,,0,,,,,,0,,,,,,0,
4017,Viruses,Viruses noname,Viruses noname,Viruses noname,Parvoviridae,Bocavirus,Bovine parvovirus,,,,,,,,,,,,,,,,,,,,,,
4018,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Geobacillus,Geobacillus sp MAS1,,,,,,,,,,,,,,,,,,,,,,
4019,Viruses,Viruses noname,Viruses noname,Caudovirales,Siphoviridae,Siphoviridae noname,Streptococcus phage ALQ13 2,,,0,,,,,,0,,,,,,0,,,,,,0,
4020,Bacteria,Proteobacteria,Alphaproteobacteria,Alphaproteobacteria noname,Alphaproteobacteria noname,Candidatus Puniceispirillum,Candidatus Puniceispirillum marinum,,,,,,,,,0,,,,,,,,,,,,0,
4021,Viruses,Viruses noname,Viruses noname,Caudovirales,Siphoviridae,Siphoviridae noname,Enterococcus phage phiFL1A,,,,,,,,,0,,0,,,,0,,0,,,,0,
4022,Viruses,Viruses noname,Viruses noname,Viruses noname,Hepadnaviridae,Orthohepadnavirus,Woodchuck hepatitis virus,,,0,,,,,,0,,,,,,1,,,,,,0,
4023,Bacteria,Actinobacteria,Actinobacteria,Bifidobacteriales,Bifidobacteriaceae,Bifidobacterium,Bifidobacterium minimum,1,,0,,,,37.0,,0,,,,,,,,0,,,,0,
4024,Bacteria,Cyanobacteria,Cyanobacteria noname,Oscillatoriales,Oscillatoriales noname,Arthrospira,Arthrospira platensis,0,,0,,0,,32.0,,0,,,,9.5,,0,,,,,,0,
4025,Bacteria,Planctomycetes,Planctomycetia,Planctomycetales,Planctomycetaceae,Planctomyces,Planctomyces limnophilus,,,0,,,,,,0,,,,,,0,,,,,,0,
4026,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Acinetobacter,Acinetobacter sp NIPH 2168,0,,1,,0,,,,0,,,,,,1,,0,,,,0,
4027,Viruses,Viruses noname,Viruses noname,Viruses noname,Totiviridae,Totiviridae noname,Magnaporthe oryzae virus 2,,,0,,,,,,0,,,,,,0,,,,,,1,
4028,Bacteria,Tenericutes,Mollicutes,Mycoplasmatales,Mycoplasmataceae,Mycoplasma,Mycoplasma alligatoris,,,0,,,,30.0,,,,,,,,1,,,,,,0,
4029,Viruses,Viruses noname,Viruses noname,Caudovirales,Siphoviridae,Siphoviridae noname,Listonella phage phiHSIC,,,,,,,,,0,,0,,,,0,,0,,,,0,
4030,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus sp ZYK,,,,,,,,,,,,,,,,,,,,,,
4031,Bacteria,Cyanobacteria,Cyanobacteria noname,Chroococcales,Chroococcales noname,Microcystis,Microcystis sp T1 4,0,,0,,,,,,0,,,,,,1,,,,1,,0,
4032,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus sp WBUNB001,,,,,,,,,,,,,,,,,,,,,,
4033,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Cronobacter,Cronobacter sakazakii,0,,0,,1,,30.0,,0,,1,,,,1,,0,,2,,0,
4034,Viruses,Viruses noname,Viruses noname,Viruses noname,Phycodnaviridae,Chlorovirus,Paramecium bursaria Chlorella virus NY2A,,,,,,,,,,,,,,,,,,,,,,
4035,Bacteria,Bacteroidetes,Cytophagia,Cytophagales,Cyclobacteriaceae,Cyclobacterium,Cyclobacterium qasimii,0,,0,,0,,18.0,,1,,,,8.0,,0,,,,,,0,
4036,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Nocardiaceae,Rhodococcus,Rhodococcus qingshengii,1,,0,,,,30.0,,1,,,,7.75,,0,,0,,2,,0,
4037,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Bradyrhizobiaceae,Afipia,Afipia broomeae,,,0,,0,,30.0,,0,,0,,,,0,,0,,,,0,
4038,Bacteria,Proteobacteria,Gammaproteobacteria,Chromatiales,Ectothiorhodospiraceae,Halorhodospira,Halorhodospira halophila,0,,0,,0,,47.0,,1,,0,,8.5,,0,,0,,1,,0,
4039,Viruses,Viruses noname,Viruses noname,Viruses noname,Totiviridae,Totivirus,Black raspberry virus F,,,0,,,,,,0,,,,,,0,,,,,,1,
4040,Viruses,Viruses noname,Viruses noname,Viruses noname,Retroviridae,Lentivirus,Human immunodeficiency virus 1,,,0,,,,,,,,,,,,1,,,,,,0,
4041,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Pseudomonas sp HPB0071,,,1,,,,,,0,,,,,,,,,,,,,
4042,Viruses,Viruses noname,Viruses noname,Viruses noname,Geminiviridae,Begomovirus,Tomato leaf curl Taiwan virus,,,,,,,,,,,,,,,,,,,,,,
4043,Bacteria,Proteobacteria,Gammaproteobacteria,Methylococcales,Methylococcaceae,Methylosarcina,Methylosarcina fibrata,0,,,,,,,,0,,0,,7.0,,,,0,,,,,
4044,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Mycobacteriaceae,Mycobacterium,Mycobacterium leprae,,,0,,1,,28.5,,0,,1,,5.949999999999999,,1,,0,,3,,0,
4045,Bacteria,Firmicutes,Bacilli,Bacillales,Paenibacillaceae,Paenibacillus,Paenibacillus sanguinis,1,,0,,1,,33.5,,0,,,,,,,,1,,1,,0,
4046,Viruses,Viruses noname,Viruses noname,Viruses noname,Baculoviridae,Alphabaculovirus,Clanis bilineata nucleopolyhedrovirus,,,,,,,,,,,,,,,1,,,,,,,
4047,Viruses,Viruses noname,Viruses noname,Viruses noname,Caulimoviridae,Caulimovirus,Horseradish latent virus,,,0,,,,,,0,,,,,,0,,,,,,0,
4048,Bacteria,Proteobacteria,Gammaproteobacteria,Aeromonadales,Aeromonadaceae,Aeromonas,Aeromonas sp 159,0,,,,,,,,,,,,7.25,,1,,0,,,,,
4049,Archaea,Crenarchaeota,Crenarchaeota noname,Crenarchaeota noname,Crenarchaeota noname,Crenarchaeota noname,Crenarchaeota archaeon SCGC AAA471 O08,,,,,,,,,,,,,,,0,,,,,,0,
4050,Bacteria,Proteobacteria,Betaproteobacteria,Neisseriales,Neisseriaceae,Chromobacterium,Chromobacterium violaceum,0,,0,,1,,22.0,,0,,1,,,,1,,0,,2,,0,
4051,Eukaryota,Basidiomycota,Agaricomycetes,Agaricales,Psathyrellaceae,Coprinopsis,Coprinopsis cinerea,,,0,,,,37.0,,0,,,,,,0,,1,,,,1,
4052,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae,Clostridium,Clostridium tyrobutyricum,1,,,,,,37.0,,,,,,6.8,,,,,,,,,
4053,Bacteria,Spirochaetes,Spirochaetia,Spirochaetales,Spirochaetaceae,Treponema,Treponema succinifaciens,0,,0,,0,,37.0,,0,,0,,,,0,,0,,1,,0,
4054,Viruses,Viruses noname,Viruses noname,Caudovirales,Siphoviridae,Siphoviridae noname,Mycobacterium phage Gumball,,,0,,,,,,0,,,,,,0,,,,,,0,
4055,Bacteria,Firmicutes,Clostridia,Clostridiales,Peptococcaceae,Desulfitobacterium,Desulfitobacterium metallireducens,1,,0,,,,30.0,,,,,,7.0,,,,0,,,,,
4056,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Phyllobacteriaceae,Hoeflea,Hoeflea sp 108,0,,,,,,,,,,,,,,,,,,1,,,
4057,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,Bacteroides sp 1 1 6,0,,1,,,,32.5,,,,,,,,,,0,,,,,
4058,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Corynebacteriaceae,Corynebacterium,Corynebacterium sp KPL1855,1,,1,,,,,,0,,,,,,0,,,,,,0,
4059,Viruses,Viruses noname,Viruses noname,Viruses noname,Geminiviridae,Begomovirus,Sida leaf curl virus,,,0,,0,,,,0,,0,,,,,,0,,,,1,
4060,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus equi,1,,0,,1,,,,0,,,,7.0,,1,,0,,2,,0,
4061,Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Myxococcaceae,Myxococcus,Myxococcus xanthus,0,,,,,,20.0,,0,,1,,,,0,,1,,1,,0,
4062,Viruses,Viruses noname,Viruses noname,Mononegavirales,Paramyxoviridae,Avulavirus,Goose paramyxovirus SF02,,,,,,,,,,,,,,,,,,,,,,
4063,Viruses,Viruses noname,Viruses noname,Caudovirales,Podoviridae,Podoviridae noname,Cyanophage 9515 10a,,,,,,,,,0,,0,,,,0,,0,,,,0,
4064,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Microbacteriaceae,Leifsonia,Leifsonia rubra,1,,0,,,,15.0,,1,,,,7.0,,0,,0,,2,,0,
4065,Viruses,Viruses noname,Viruses noname,Caudovirales,Myoviridae,T4likevirus,Synechococcus phage S RSM4,,,,,,,,,0,,0,,,,0,,0,,,,0,
4066,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Streptomycetaceae,Streptomyces,Streptomyces sp BoleA5,1,,0,,,,,,,,,,,,,,1,,,,0,
4067,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Rhodospirillaceae,Rhodospirillum,Rhodospirillum rubrum,0,,,,,,,,,,,,,,,,0,,1,,,
4068,Bacteria,Bacteroidetes,Cytophagia,Cytophagales,Cytophagaceae,Microscilla,Microscilla marina,0,,0,,,,30.0,,0,,,,,,,,,,,,,
4069,Bacteria,Deinococcus Thermus,Deinococci,Thermales,Thermaceae,Marinithermus,Marinithermus hydrothermalis,0,,0,,0,,67.5,,1,,,,7.0,,0,,0,,,,0,
4070,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Oceanobacillus,Oceanobacillus sp Ndiop,,,,,,,,,,,,,,,,,,,,,,
4071,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Sinorhizobium,Sinorhizobium meliloti,0,,,,,,25.0,,,,,,,,0,,,,1,,0,
4072,Viruses,Viruses noname,Viruses noname,Viruses noname,Togaviridae,Alphavirus,Mayaro virus,,,1,,,,,,0,,,,,,0,,,,,,0,
4073,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Pseudoxanthomonas,Pseudoxanthomonas spadix,0,,,,,,,,0,,,,,,,,0,,1,,,
4074,Viruses,Viruses noname,Viruses noname,Viruses noname,Potyviridae,Potyvirus,Lettuce mosaic virus,,,0,,,,,,,,,,,,0,,,,,,1,
4075,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus australis,1,,0,,,,,,0,,,,,,,,0,,,,0,
4076,Bacteria,Proteobacteria,Epsilonproteobacteria,Campylobacterales,Helicobacteraceae,Helicobacter,Helicobacter suis,0,,,,,,37.0,,1,,,,,,,,0,,2,,0,
4077,Eukaryota,Apicomplexa,Aconoidasida,Aconoidasida noname,Babesiidae,Babesia,Babesia bovis,,,0,,0,,,,0,,,,,,1,,,,,,0,
4078,Viruses,Viruses noname,Viruses noname,Herpesvirales,Herpesviridae,Macavirus,Alcelaphine herpesvirus 1,,,0,,,,,,0,,,,,,1,,,,,,0,
4079,Viruses,Viruses noname,Viruses noname,Viruses noname,Circoviridae,Circoviridae noname,Florida woods cockroach associated cyclovirus,,,0,,,,,,0,,,,,,0,,,,,,0,
4080,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Anoxybacillus,Anoxybacillus sp SK3 4,1,,0,,,,,,,,,,,,,,,,,,,
4081,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Mycobacteriaceae,Mycobacterium,Mycobacterium tusciae,,,0,,1,,28.5,,0,,,,,,,,0,,2,,0,
4082,Viruses,Viruses noname,Viruses noname,Viruses noname,Geminiviridae,Begomovirus,Okra enation leaf curl virus,,,0,,,,,,0,,,,,,0,,,,,,1,
4083,Viruses,Viruses noname,Viruses noname,Viruses noname,Viruses noname,Benyvirus,Beet necrotic yellow vein virus,,,0,,,,,,,,,,,,0,,,,,,1,
4084,Viruses,Viruses noname,Viruses noname,Viruses noname,Caulimoviridae,Badnavirus,Banana streak UL virus,,,0,,,,,,0,,,,,,0,,,,,,1,
4085,Eukaryota,Ascomycota,Sordariomycetes,Sordariales,Lasiosphaeriaceae,Podospora,Podospora anserina,,,0,,,,,,0,,,,,,0,,1,,,,0,
4086,Viruses,Viruses noname,Viruses noname,Caudovirales,Myoviridae,T4likevirus,Enterobacteria phage HX01,,,,,,,,,0,,0,,,,0,,0,,,,0,
4087,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Mycobacteriaceae,Mycobacterium,Mycobacterium thermoresistibile,,,0,,1,,52.0,,1,,,,,,,,0,,2,,0,
4088,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Providencia,Providencia alcalifaciens,0,,1,,1,,37.0,,,,1,,7.0,,1,,,,2,,0,
4089,Viruses,Viruses noname,Viruses noname,Viruses noname,Viruses noname,Viruses noname,Sida yellow vein Vietnam alphasatellite,,,,,,,,,,,,,,,,,,,,,,
4090,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus canis,1,,0,,1,,,,0,,,,,,1,,0,,2,,0,
4091,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Pseudomonas sp M47T1,0,,,,,,,,0,,1,,,,,,0,,,,1,
4092,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Acinetobacter,Acinetobacter gerneri,0,,,,,,30.0,,0,,,,,,,,0,,,,,
4093,Viruses,Viruses noname,Viruses noname,Viruses noname,Viruses noname,Viruses noname,Porcine stool associated circular virus 2,,,,,,,,,,,,,,,,,,,,,,
4094,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Blautia,Ruminococcus obeum,1,,1,,,,,,0,,,,6.6,,,,0,,1,,0,
4095,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Cupriavidus,Cupriavidus sp HMR 1,0,,,,,,26.0,,1,,,,,,,,,,2,,,
4096,Bacteria,Nitrospinae,Nitrospinia,Nitrospinales,Nitrospinaceae,Nitrospina,Nitrospina sp AB 629 B18,,,0,,,,,,0,,,,,,,,,,,,,
4097,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Intrasporangiaceae,Tetrasphaera,Tetrasphaera elongata,1,,0,,,,25.0,,,,,,7.0,,0,,0,,,,0,
4098,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Corynebacteriaceae,Corynebacterium,Corynebacterium aurimucosum,1,,1,,1,,,,0,,,,,,0,,0,,,,0,
4099,Viruses,Viruses noname,Viruses noname,Viruses noname,Polyomaviridae,Polyomavirus,Bat polyomavirus,,,0,,0,,,,,,,,,,1,,,,,,0,
4100,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Corynebacteriaceae,Corynebacterium,Corynebacterium mastitidis,1,,0,,,,37.0,,0,,,,,,1,,0,,2,,0,
4101,Bacteria,Proteobacteria,Gammaproteobacteria,Thiotrichales,Piscirickettsiaceae,Thiomicrospira,Thiomicrospira halophila,0,,,,,,30.0,,0,,,,7.75,,,,,,,,,
4102,Viruses,Viruses noname,Viruses noname,Caudovirales,Myoviridae,Felixounalikevirus,Salmonella phage FelixO1,,,,,,,,,0,,0,,,,0,,0,,,,0,
4103,Archaea,Euryarchaeota,Halobacteria,Halobacteriales,Halobacteriaceae,Haladaptatus,Haladaptatus paucihalophilus,,,0,,,,35.0,,1,,,,6.25,,,,,,,,,
4104,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Acetobacteraceae,Acetobacter,Acetobacter pasteurianus,0,,,,,,,,0,,,,,,0,,,,,,0,
4105,Bacteria,Proteobacteria,Epsilonproteobacteria,Campylobacterales,Helicobacteraceae,Helicobacter,Helicobacter macacae,0,,,,,,,,,,,,,,1,,0,,,,,
4106,Viruses,Viruses noname,Viruses noname,Viruses noname,Viruses noname,Viruses noname,Abalone shriveling syndrome associated virus,,,0,,,,,,0,,,,,,1,,,,,,0,
4107,Viruses,Viruses noname,Viruses noname,Viruses noname,Adenoviridae,Mastadenovirus,Human adenovirus C,,,,,,,,,,,,,,,1,,,,,,,
4108,Bacteria,Actinobacteria,Actinobacteria,Coriobacteriales,Coriobacteriaceae,Slackia,Slackia sp CM382,1,,,,,,,,,,,,,,,,,,,,,
4109,Viruses,Viruses noname,Viruses noname,Viruses noname,Closteroviridae,Closteroviridae noname,Blueberry virus A,,,0,,,,,,0,,,,,,0,,,,,,1,
4110,Viruses,Viruses noname,Viruses noname,Caudovirales,Myoviridae,T4likevirus,Enterobacteria phage RB69,,,,,,,,,0,,0,,,,0,,0,,,,0,
4111,Viruses,Viruses noname,Viruses noname,Viruses noname,Geminiviridae,Begomovirus,Bean calico mosaic virus,,,0,,,,,,0,,,,,,0,,,,,,1,
4112,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Morganella,Morganella morganii,,,0,,,,37.0,,0,,0,,,,0,,0,,,,0,
4113,Viruses,Viruses noname,Viruses noname,Viruses noname,Retroviridae,Lentivirus,Ovine lentivirus,,,0,,,,,,,,,,,,1,,,,,,0,
4114,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Salmonella,Salmonella enterica,0,,1,,,,,,0,,,,,,1,,0,,2,,0,
4115,Viroids,Viroids noname,Viroids noname,Viroids noname,Pospiviroidae,Apscaviroid,Grapevine yellow speckle viroid 2,,,,,,,,,0,,0,,,,0,,0,,,,1,
4116,Viruses,Viruses noname,Viruses noname,Viruses noname,Tombusviridae,Tombusviridae noname,Rosa rugosa leaf distortion virus,,,,,,,,,,,,,,,,,,,,,1,
4117,Viruses,Viruses noname,Viruses noname,Viruses noname,Microviridae,Microviridae noname,Cellulophaga phage phi12 2,,,,,,,,,1,,,,,,,,0,,1,,,
4118,Viruses,Viruses noname,Viruses noname,Viruses noname,Caliciviridae,Caliciviridae noname,Calicivirus isolate TCG,,,0,,0,,30.0,,,,,,6.4,,1,,,,2,,1,
4119,Bacteria,Deinococcus Thermus,Deinococci,Thermales,Thermaceae,Oceanithermus,Oceanithermus profundus,0,,0,,,,60.0,,1,,,,7.5,,,,0,,,,,
4120,Archaea,Euryarchaeota,Methanococci,Methanococcales,Methanocaldococcaceae,Methanocaldococcus,Methanocaldococcus jannaschii,,,0,,,,85.0,,1,,,,6.1,,0,,,,,,0,
4121,Viruses,Viruses noname,Viruses noname,Viruses noname,Luteoviridae,Polerovirus,Turnip yellows virus,,,0,,,,,,0,,0,,,,,,0,,,,,
4122,Bacteria,Proteobacteria,Gammaproteobacteria,Oceanospirillales,Halomonadaceae,Halomonas,Halomonas titanicae,0,,0,,,,,,1,,,,,,,,,,1,,,
4123,Viruses,Viruses noname,Viruses noname,Caudovirales,Siphoviridae,Siphoviridae noname,Mycobacterium phage vB MapS FF47,,,,,,,,,0,,,,,,0,,,,,,0,
4124,Viruses,Viruses noname,Viruses noname,Viruses noname,Geminiviridae,Begomovirus,Tomato leaf curl Karnataka virus,,,,,,,,,,,,,,,,,,,,,,
4125,Viruses,Viruses noname,Viruses noname,Viruses noname,Viruses noname,Viruses noname,Cotton leaf curl virus betasatellite,,,0,,0,,,,,,0,,,,0,,0,,,,1,
4126,Viruses,Viruses noname,Viruses noname,Caudovirales,Siphoviridae,Siphoviridae noname,Streptococcus phage M102,,,1,,,,,,0,,,,,,0,,,,,,0,
4127,Bacteria,Chlorobi,Chlorobia,Chlorobiales,Chlorobiaceae,Prosthecochloris,Prosthecochloris aestuarii,0,,0,,0,,32.5,,1,,,,,,0,,,,,,0,
4128,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotella,Prevotella sp oral taxon 306,0,,,,,,,,0,,,,,,,,,,,,,
4129,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Micrococcaceae,Arthrobacter,Arthrobacter sp 161MFSha2 1,1,,,,,,,,0,,,,,,0,,,,,,0,
4130,Bacteria,Spirochaetes,Spirochaetia,Spirochaetales,Spirochaetaceae,Treponema,Treponema bryantii,0,,0,,,,,,1,,,,,,0,,0,,,,0,
4131,Viruses,Viruses noname,Viruses noname,Viruses noname,Anelloviridae,Alphatorquevirus,Torque teno virus 2,,,,,,,,,,,,,,,1,,,,,,,
4132,Viruses,Viruses noname,Viruses noname,Viruses noname,Poxviridae,Orthopoxvirus,Monkeypox virus,,,0,,0,,,,0,,,,,,1,,,,,,0,
4133,Viruses,Viruses noname,Viruses noname,Viruses noname,Papillomaviridae,Gammapapillomavirus,Gammapapillomavirus 7,,,0,,0,,,,0,,0,,,,,,0,,,,,
4134,Viruses,Viruses noname,Viruses noname,Viruses noname,Baculoviridae,Alphabaculovirus,Hyphantria cunea nucleopolyhedrovirus,,,,,,,,,,,,,,,,,,,,,,
4135,Viruses,Viruses noname,Viruses noname,Viruses noname,Nodaviridae,Betanodavirus,Tiger puffer nervous necrosis virus,,,0,,,,,,0,,,,,,1,,,,,,0,
4136,Bacteria,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,Sphingobacteriaceae,Sphingobacterium,Sphingobacterium spiritivorum,0,,1,,,,30.0,,,,,,,,,,0,,2,,,
4137,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Bradyrhizobiaceae,Bradyrhizobium,Bradyrhizobium sp ORS 285,0,,,,,,,,0,,,,7.2,,0,,0,,1,,0,
4138,Bacteria,Cyanobacteria,Cyanobacteria noname,Chroococcales,Chroococcales noname,Synechococcus,Synechococcus sp BL107,0,,0,,,,32.5,,,,,,,,,,,,,,,
4139,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Flavobacterium,Flavobacterium branchiophilum,0,,0,,1,,,,0,,,,,,1,,,,2,,0,
4140,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Pseudomonas plecoglossicida,0,,,,,,30.0,,,,,,,,,,,,2,,,
4141,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Buchnera,Buchnera aphidicola,0,,,,,,,,,,,,,,,,,,,,,
4142,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Oxalobacteraceae,Massilia,Massilia niastensis,0,,0,,,,28.0,,,,,,7.0,,,,0,,,,,
4143,Bacteria,Proteobacteria,Gammaproteobacteria,Oceanospirillales,Halomonadaceae,Halomonas,Halomonas boliviensis,0,,0,,,,27.5,,1,,,,7.75,,0,,,,1,,0,
4144,Archaea,Crenarchaeota,Crenarchaeota noname,Crenarchaeota noname,Crenarchaeota noname,Crenarchaeota noname,Crenarchaeota archaeon SCGC AAA471 L14,,,,,,,,,,,,,,,0,,,,,,0,
4145,Viruses,Viruses noname,Viruses noname,Caudovirales,Siphoviridae,Siphoviridae noname,Streptomyces phage mu1 6,,,0,,,,,,0,,,,,,0,,,,,,0,
4146,Viruses,Viruses noname,Viruses noname,Viruses noname,Togaviridae,Alphavirus,Bebaru virus,1,,,,0,,,,0,,0,,,,1,,,,,,0,
4147,Viruses,Viruses noname,Viruses noname,Viruses noname,Bromoviridae,Ilarvirus,Asparagus virus 2,,,0,,,,,,0,,,,,,0,,,,,,1,
4148,Viruses,Viruses noname,Viruses noname,Viruses noname,Virgaviridae,Tobamovirus,Cucumber fruit mottle mosaic virus,,,0,,,,,,0,,,,,,0,,,,,,1,
4149,Viruses,Viruses noname,Viruses noname,Viruses noname,Togaviridae,Alphavirus,Semliki forest virus,,,1,,,,,,0,,,,,,1,,,,,,0,
4150,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Streptomycetaceae,Streptomyces,Streptomyces sp CNB091,1,,0,,,,,,,,,,,,,,1,,,,0,
4151,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,Lactobacillus shenzhenensis,1,,0,,,,,,0,,,,6.2,,0,,0,,,,0,
4152,Bacteria,Cyanobacteria,Cyanobacteria noname,Nostocales,Nostocaceae,Nostoc,Nostoc punctiforme,1,,0,,0,,,,,,,,,,0,,1,,,,0,
4153,Viruses,Viruses noname,Viruses noname,Caudovirales,Myoviridae,T4likevirus,Enterobacteria phage RB14,,,,,,,,,0,,0,,,,0,,0,,,,0,
4154,Viruses,Viruses noname,Viruses noname,Caudovirales,Podoviridae,Phi29likevirus,Bacillus phage phi29,,,,,,,,,0,,0,,,,0,,0,,,,0,
4155,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Shewanellaceae,Shewanella,Shewanella sp MR 4,0,,,,,,,,,,,,,,,,0,,,,,
4156,Bacteria,Proteobacteria,Deltaproteobacteria,Deltaproteobacteria noname,Deltaproteobacteria noname,Deltaproteobacteria noname,SAR324 cluster bacterium SCGC AB 629 O05,0,,0,,,,,,,,,,,,,,,,,,,
4157,Viruses,Viruses noname,Viruses noname,Viruses noname,Astroviridae,Mamastrovirus,Mamastrovirus 10,,,1,,0,,,,,,,,,,,,,,,,,
4158,Viruses,Viruses noname,Viruses noname,Viruses noname,Iridoviridae,Megalocytivirus,Infectious spleen and kidney necrosis virus,,,0,,,,28.0,,,,,,,,1,,,,,,0,
4159,Viruses,Viruses noname,Viruses noname,Caudovirales,Siphoviridae,Siphoviridae noname,Lactobacillus prophage Lj965,,,,,,,,,0,,0,,,,0,,0,,,,0,
4160,Viruses,Viruses noname,Viruses noname,Viruses noname,Parvoviridae,Parvovirus,H 1 parvovirus,,,0,,0,,,,0,,,,,,,,,,,,,
4161,Viruses,Viruses noname,Viruses noname,Nidovirales,Coronaviridae,Deltacoronavirus,Wigeon coronavirus HKU20,,,0,,,,,,,,,,,,1,,,,,,0,
4162,Archaea,Euryarchaeota,Halobacteria,Halobacteriales,Halobacteriaceae,Haloarcula,Haloarcula hispanica,,,0,,,,,,1,,,,,,,,,,,,,
4163,Viruses,Viruses noname,Viruses noname,Viruses noname,Potyviridae,Potyvirus,Wisteria vein mosaic virus,,,,,,,,,,,,,,,,,,,,,1,
4164,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Actinomycetaceae,Actinomyces,Actinomyces sp oral taxon 849,1,,1,,,,,,0,,,,,,0,,0,,,,0,
4165,Viruses,Viruses noname,Viruses noname,Herpesvirales,Herpesviridae,Varicellovirus,Bovine herpesvirus 5,,,0,,,,,,0,,,,,,1,,,,,,0,
4166,Viruses,Viruses noname,Viruses noname,Viruses noname,Tombusviridae,Tombusviridae noname,Pelargonium chlorotic ring pattern virus,,,,,,,,,,,,,,,,,,,,,1,
