Original,New
"Sample of granulated biomass of a two-stage low-temperature (3–8 °C) anaerobic expanded granular sludge bed (EGSB) bioreactor, fed with a mixture of volatile fatty acids (VFAs) (acetate, propionate and butyrate).",bioreactor/digester
Sample of production water of oil reservoirs was collected from the Shengli oil fiel.,petroleum
Sludge samples from the anaerobic digestor sludge operating on waste waters containing methacrylates.,bioreactor/digester
Sample of mesophilic sewage sludge.,sludge
"Sample from gas-associated formation water of a gas-producing well in a natural gas field at Niigata, Japan.",petroleum
"Sample from fermenting sludge obtained from the sewage treatment plant of the city of Urbana, Illinois.",sludge
Sludge samples from the anaerobic digestor sludge operating on waste waters containing methacrylates.,sludge
Sample from thermophilic methane tank (USSR).,bioreactor/digester
Sample of a a mixture of sewage sludge and river sediment.,sludge
"Sample from a deep-sea hydrothermal vent chimney obtained from the hydrothermal field at Iheya Ridge in the Okinawa Trough, Japan (27° 47.220' N, 126° 53.900' E) at a depth of 972 m.",sediment_marine_hydrothermal
"Sample from the sandy geothermally heated sea floor of the beach at Stufe di Nerone close to Naples (italy), about 3 m away from the shore in about 0.5 m depth.",sediment_marine_hydrothermal
Samples from Icelandic volcanic spring and mud holes with temperatures around 100 °C.,volcanic_active
Sample from solfatara fields in Iceland.,volcanic_active
Sample from a black smoker chimney at the Kairei field in the Central Indian Ridge.,sediment_marine_hydrothermal
"Sample from a shallow (depth: 106 m) submarine vent system at the Kolbeinsey ridge, Iceland.",sediment_marine_hydrothermal
"Sample of oil-production water of Shengli oilfield, China.",petroleum
"Sample from anaerobic fed with maize silage, cattle manure and dry pultry faeces",bioreactor/digester
"nasal cavity, nares",host_animal
multiple,unclassified
hostassociated,host
nares,host_animal
terrestrial,soil
wound,host_animal_endotherm_intratissue
"terrestrial, soil",soil
specialized,unclassified
"aquatic, basaltic crustal fluids",sediment_marine_deepsubsurface
"hostassociated, blood",host_animal_endotherm_blood
"host-associated, gastrointestinal tract",host_animal_endotherm_intestinal
"terrestrial, hospital shower hose biofilm",biofilm_fresh
"aquatic, brackish water collected from the surface of the baltic sea",water_brackish
disease case,host
food,food
stool sample,host_animal
"hostassociated, human skin",host_animal_endotherm_surface
"specialized, pool of bioreactors cstr01a, cstr02a, and cstr03a; thermophilic anaerobic digestion of cattle manure in continuous reactors for biogas production (methane)",bioreactor/digester
"hostassociated, liver",host_animal
unknown,unclassified
"aquatic, dual media filters at the ann arbor, michigan drinking water treatment plant",water_fresh
gastrointestinal tract,host_animal
"aquatic, sulfate-methane transisition zone estuary sediments 16-26 cm",sediment_marine
"terrestrial, ammonia-oxidizing enrichment culture",unclassified
host associated,host
host,host
"aquatic, sulfate-rich zone estuary sediments 8-12 cm",sediment_marine
catheter tip,host
nasal swab,host_animal_endotherm_nasopharyngeal
"hostassociated, human cerebrospinal fluid",host_animal_endotherm
"multiple, blood",host_animal_endotherm_blood
tuberculosis patient,host_animal_endotherm
"food, fresh water, host, soil",unclassified
isolated from diarrheal patient,host_animal_endotherm_intestinal
"multiple, food",food
"multiple, human",host_animal_endotherm
animal-chicken,host_animal_endotherm
"aquatic, freshwater",water_fresh
"aquatic, methane-rich estuary sediments 52-54 cm",sediment_brackish
"aquatic, ng05 hot spring, norris geyser basin",water_hotspring
"multiple, soil",soil
urogenital tract; vaginal,host_animal_endotherm_vagina
clinical isolate,host
"hostassociated, feces",host_animal
"aquatic, freshwater lake",water_fresh
"aquatic, seawater",water_marine
bronchial alveolar lavage,host_animal_endotherm_nasopharyngeal
bronchial washings,host_animal_endotherm_nasopharyngeal
cerebrospinal fluid,host_animal
"multiple, feces",host_animal
"terrestrial, opalinus clay rock porewater brc-3 borehole",rock
"soil, soil",soil
"host-associated, gastrointestinal tract, human feces",host_animal_endotherm_intestinal
"multiple, wheat beer",bioreactor/digester
"oral cavity, oral cavity",host_animal
"hostassociated, autopsy",host_animal
"hostassociated, the original lyme-disease tick isolate derived",host_animal_ectotherm
"aquatic, gg12 hot spring, gibbon geyser basin",water_hotspring
"hostassociated, nymphal deer tick, ixodes scapularis,",host_animal_ectotherm
"hostassociated, the blood of a song sparrow during a study evaluating the presence of borrelia",host_animal_endotherm_blood
"hostassociated, the sputum of an individual with cystic fibrosis",host_animal_endotherm_oral
host; plant root; root nodule; soil,host_plant_rootnodule
"host-associated, gastrointestinal tract, the human gastrointestinal tract",host_animal_endotherm_intestinal
"host-associated, oral",host_animal
human,host_animal_endotherm
"aquatic, endorheic salt-lake",water_hypersaline
excreted bodily substance; urine,host_animal
drainage,unclassified
"host associated, feces (healthy adult)",host_animal_endotherm_intestinal
"hostassociated, skin",host_animal_endotherm_surface
"host-associated, urogenital tract; vaginal",host_animal_endotherm_vagina
isolated from patient,host_animal
diarrhea,host_animal_endotherm_intestinal
"hostassociated, 2-year-old girl with tick-borne relapsing fever",host_animal_endotherm
"hostassociated, adult deer tick, ixodes dammini,",host_animal_ectotherm
"hostassociated, subgingival dental plaque",host_animal_endotherm_oral
"hostassociated, western blackleg tick, ixodes pacificus,",host_animal_ectotherm
"multiple, cattle hide",host_animal_endotherm_surface
"hostassociated, dental plaque",host_animal_endotherm_oral
insect larvae,host_animal_ectotherm
"multiple, gastrointestinal tract",host_animal
"multiple, illumina reads and contains 2 complete chromosomes, 3 complete plasmids and 2 incomplete plasmids that share long perfect overlaps, so are present as 6 contigs",unclassified
raw milk,milk
"hostassociated, animal facilities of max-planck-institute for evolutionary biology",host_animal
"hostassociated, laboratory strain",host
"hostassociated, urine",host_animal
"multiple, poultry farm",host_animal
post surgical secretion,host_animal
"rhizosphere and endosphere, single cell isolate",host_plant_root-associated
single cell isolate,unclassified
sugarcane,host_plant
"unknown, chicken feces",host_animal_endotherm_intestinal
"aquatic, marine sediment",sediment_marine
"hostassociated, efb infected honey bee larva",host_animal_ectotherm
"hostassociated, sputum",host_animal_endotherm_oral
"multiple, the nasopharynx of a child",host_animal_endotherm_nasopharyngeal
"multiple, tick",host_animal_ectotherm
sewage,wastewater
"aquatic, water",water
"aquatic, water from hydrothermal vent",water_marine_hydrothermal
"host-associated, airways; upper respiratory tract",host_animal_endotherm_nasopharyngeal
"hostassociated, gut",host_animal
"hostassociated, the spirochete isolate ca-11-90",host_animal
"hostassociated, tissue sample",host_animal
human clinical,host_animal_endotherm
milk from an udder,milk
"specialized, hot spring",water_hotspring
"aquatic, accessory nidamental gland",host_animal_ectotherm
"aquatic, aquatic, environmental habitats to investigate the genetic divergence of enterococcus faecalis from non-clinical sources",water
"aquatic, rice field",water_fresh
clinical,host_animal
"hostassociated, both invasive disease and healthy carriers,",host_animal
"hostassociated, homogenate",host_animal
"hostassociated, human stool",host_animal
"hostassociated, kidney",host_animal
"hostassociated, spleen, lymph nodes",host_animal
"multiple, patient",host_animal_endotherm
"multiple, roots",host_plant_root-associated
"skin, skin",host_animal
surgical wound,host_animal_endotherm_intratissue
"unknown, activated sludge of a wastewater treatment facility",sludge
"unknown, chicken meat",host_animal
"aquatic, algae from the coast of the palau islands",unclassified
"aquatic, hot spring",water_hotspring
"aquatic, rice fields",water_fresh
fluid,water
"hostassociated, chicken offal or meat",host_animal
"host-associated, clinical isolate",host_animal
"hostassociated, muscle",host_animal
"host-associated, skin, skin",host_animal
human clinical sample,host_animal_endotherm
liver,host_animal
"multiple, fermented dairy product",food_fermented
"multiple, fermented fish",food_fermented
"multiple, outbreak",unclassified
tissue,host_animal
animal - chicken,host_animal_endotherm
"aquatic, filtered surface water from laketyrrell",water_hypersaline
"aquatic, sediment",sediment
"aquatic, sediment sample collected at the water-sediment interface from the south pacific gyre, iodp site u1369",sediment_marine_deep
"aquatic, the baltic sea",water_marine
"hostassociated, endo-cervical swab",host_animal_endotherm_vagina
"hostassociated, pig",host_animal_endotherm
"hostassociated, pus",host_animal
"host-associated, urogenital tract",host_animal
"multiple, animal meat",food
"multiple, clinical isolate",host_animal
"multiple, coal mine lake sediment",water_fresh
"multiple, laboratory water bath",water_fresh
"multiple, root nodules",host_plant_rootnodule
oyster,host_animal_ectotherm
pleural fluid,host_animal
stool sample of individual with bacteremia,host_animal_endotherm_intestinal
"unknown, laboratory contaminant",unclassified
wild caught drosophila melanogaster hemolymph,host_animal_ectotherm
"aquatic, sea water",water_marine
"aquatic, the dead sea",water_hypersaline
bovine,host_animal_endotherm
dust,unclassified
"host associated, gastrointestinal",host_animal
"host-associated, case of typhoid fever",host_animal_endotherm
"hostassociated, leaf",host_plant_leaf-associated
"hostassociated, leaf nodules",host_plant_leaf-associated
"hostassociated, lung",host_animal
"hostassociated, ornithodoros turicata",host_animal_ectotherm
"host-associated, patient",host_animal_endotherm
"hostassociated, scallop",host_animal_ectotherm
"hostassociated, stool",host_animal
"hostassociated, throat",host_animal
"hostassociated, yogurt",food
microbial mats,biofilm
"multiple, activated sludge",sludge
"multiple, kimoto",unclassified
"multiple, water",water
pasteurized milk,milk
"terrestrial, hanford 300 area ifrc 399-1-60 groundwater",water_groundwater
"terrestrial, rice",unclassified
abscess,host_animal_endotherm_intratissue
"aquatic, onshore, marine mud flat sample derived from fish pens on maguyes island, la parguera, puerto rico",sediment_marine_organic
"aquatic, shallow subsurface groundwater",water_groundwater_surface
"aquatic, single cell amplified by mda; atlantisii deep red sea brine-seawater interface",water_hypersaline
"aquatic, water column of the freshwater reservoir embalse de amadorio in spain",water_fresh
"aquatic, water, most likely pond",water_fresh
"bronchi, bronchoscopy",host_animal
"host associated, blood",host_animal
"hostassociated, adult patient with louse-borne relapsing fever",host_animal_endotherm
"hostassociated, exudate from ulcer",host_animal
"hostassociated, foregut; single cell amplified by mda",host_animal
"hostassociated, gastrointestinal tract",host_animal
"hostassociated, healthy weaning piglets",host_animal_endotherm
"hostassociated, single cell from gut of western honeybee",host_animal_ectotherm
"hostassociated, spleen",host_animal
"hostassociated, the puffin (fratercula arctica) blood from the faeroe islands",host_animal_endotherm_blood
isolated from haemaphysalis hystricis,host_animal_ectotherm
kidney,host_animal
pheasant duodenum,host_animal_endotherm_intestinal
propagated starter culture used in cheese manufacturing; cheese starter,bioreactor/digester
