dsmz_list,dsmz_risk_category,A,B,C,D,E,F,G,H,I,overall_score
THERMOANAEROBACTER,1,-,-,1,-,-,-,-,1,-,1
THERMOANAEROBACTERIUM,-,1,1,-,-,-,-,1,-,,1
THERMOANAEROBIUM,1,-,-,1,-,-,-,-,1,-,1
THERMOANAEROLINEA,1,-,-,-,-,-,-,-,-,-,1
THERMOBACILLUS,1,-,-,1,-,-,-,-,-,-,1
THERMOBACTERIUM,1,-,-,-,-,-,-,-,-,-,1
THERMOBACTEROIDES,1,-,-,-,-,-,-,-,1,-,1
THERMOBIFIDA,1,-,-,1,-,-,-,-,-,-,1
THERMOBISPORA,1,-,-,1,-,-,-,-,1,-,1
THERMOBRACHIUM,1,-,-,1,-,-,-,-,1,-,1
THERMOCHROMATIUM,1,-,-,1,-,-,-,-,-,-,1
THERMOCOCCUS,-,-,-,1,-,-,-,-,1,-,1
THERMOCRINIS,1,-,-,1,-,-,-,-,-,-,1
THERMOCRISPUM,1,-,-,1,-,-,-,-,1,-,1
THERMODESULFATATOR,1,-,-,1,-,-,-,-,-,-,1
THERMODESULFOBACTERIUM,-,-,1,-,-,-,-,1,-,,1
THERMODESULFOBIUM,1,-,-,1,-,-,-,-,-,-,1
THERMODESULFOVIBRIO,1,-,-,1,-,-,-,-,1,-,1
THERMODESULFUROBACTERIUM,-,-,-,-,-,-,-,-,-,,1
THERMOFLAVIMICROBIUM,1,-,-,-,-,-,-,-,-,-,1
THERMOHYDROGENIUM,1,-,-,1,-,-,-,-,1,-,1
THERMOLITHOBACTER,1,-,-,-,-,-,-,-,-,-,1
THERMOMICROBIUM,1,-,-,1,-,-,-,-,1,-,1
THERMOMONAS,1,-,-,1,-,-,-,-,-,-,1
THERMOMONOSPORA,1,-,-,1,-,-,-,-,1,-,1
THERMONEMA,1,-,-,1,-,-,-,-,1,-,1
THERMONOSPORA,1,-,-,-,-,-,-,-,-,-,1
THERMOPOLYSPORA,1,-,-,-,-,-,-,-,-,-,1
THERMOSEDIMINIBACTER,1,-,-,-,-,-,-,-,-,-,1
THERMOSICULUM,1,-,-,-,-,-,-,-,-,-,1
THERMOSINUS,1,-,-,-,-,-,-,-,-,-,1
THERMOSIPHO,1,-,-,1,-,-,-,-,-,-,1
THERMOSULFIDIBACTER,1,-,-,-,-,-,-,-,-,-,1
THERMOSYNTROPHA,1,-,-,-,-,-,-,-,1,-,1
THERMOTERRABACTERIUM,1,-,-,1,-,-,-,-,1,-,1
THERMOTOGA,1,-,-,1,-,-,-,-,1,-,1
THERMOVIBRIO,1,-,-,1,-,-,-,-,-,-,1
THERMOVIRGA,1,-,-,-,-,-,-,-,-,-,1
THERMUS,1,-,-,1,-,-,-,-,1,-,1
THETYSIA,1,-,-,-,-,-,-,-,-,-,1
THIALKALIMICROBIUM,1,-,-,1,-,-,-,-,-,-,1
THIALKALIVIBRIO,1,-,-,1,-,-,-,-,-,-,1
THIOALKALIMICROBIUM,1,-,-,1,-,-,-,-,-,-,1
THIOALKALIVIBRIO,1,-,-,1,-,-,-,-,-,-,1
THIOBACA,1,-,-,1,-,-,-,-,-,-,1
THIOBACTER,1,-,-,-,-,-,-,-,-,-,1
THIOCAPSA,1,-,-,1,-,-,-,-,1,-,1
THIOCLAVA,1,-,-,-,-,-,-,-,-,-,1
THIOCOCCUS,1,-,-,1,-,-,-,-,-,-,1
THIOCYSTIS,1,-,-,1,-,-,-,-,1,-,1
THIODICTYON,1,-,-,1,-,-,-,-,1,-,1
THIOFABA,1,-,-,-,-,-,-,-,-,-,1
THIOHALOMONAS,1,-,-,-,-,-,-,-,-,-,1
THIOHALOPHILUS,1,-,-,-,-,-,-,-,-,-,1
THIOHALORHABDUS,1,-,-,-,-,-,-,-,-,-,1
THIOHALOSPIRA,1,-,-,-,-,-,-,-,-,-,1
THIOLAMPROVUM,1,-,-,1,-,-,-,-,-,-,1
THIOMICROSPIRA,1,-,-,1,-,-,-,-,1,-,1
THIOMONAS,1,-,-,1,-,-,-,-,1,-,1
THIOPEDIA,1,-,-,1,-,-,-,-,1,-,1
THIOPHAEOCOCCUS,1,-,-,-,-,-,-,-,-,-,1
THIOREDUCTOR,1,-,-,-,-,-,-,-,-,-,1
THIORHODOCCOCUS,1,-,-,1,-,-,-,-,-,-,1
THIORHODOVIBRIO,1,-,-,1,-,-,-,-,1,-,1
THIOSPHAERA,1,-,-,-,-,-,-,-,-,-,1
THIOTHRIX,1,-,-,1,-,-,-,-,1,-,1
THORSELLIA,1,-,-,-,-,-,-,-,-,-,1
TINDALLIA,1,-,-,1,-,-,-,-,-,-,1
TISSIERELLA PRAEACUTA,2,2,-,2,-,-,-,-,2,-,2
TOLUMONAS,1,-,-,1,-,-,-,-,1,-,1
TRABULSIELLA,1,-,-,1,-,-,-,-,1,-,1
TRANQUILLIMONAS,1,-,-,-,-,-,-,-,-,-,1
TREPONEMA AMYLOVORUM,-,-,-,2,2,2,2,2,2,2,2
TREPONEMA CARATEUM,-,2,-,2,2,2,2,2,2,2,2
TREPONEMA DENTICOLA,2,2,-,2,2,2,2,2,2,2,2
TREPONEMA LECITHINOLYTICUM,-,-,-,2,2,2,2,2,2,2,2
TREPONEMA MALTOPHILUM,-,-,-,2,2,2,2,2,2,2,2
TREPONEMA MEDIUM,-,-,-,2,2,2,2,2,2,2,2
TREPONEMA MINUTUM,-,-,-,2,2,2,2,2,1,2,1
TREPONEMA PALLIDUM,-,2,-,2,2,2,2,2,2,2,2
TREPONEMA PARALUISCUNICULI,-,2,-,2,2,2,2,2,2,2,2
TREPONEMA PARVUM,2,-,-,2,2,2,2,2,2,2,2
TREPONEMA PECTINOVORUM,2,-,2,2,2,2,2,2,2,2,2
TREPONEMA PERTENUE,-,2,-,2,2,2,2,2,2,2,2
TREPONEMA SOCRANSKII,-,2,-,2,2,2,2,2,2,2,2
TREPONEMA VINCENTII,-,-,-,2,2,2,2,2,2,2,2
TRICHOCOCCUS,1,-,-,1,-,-,-,-,1,-,1
TRICHOTOMOSPORA,1,-,-,-,-,-,-,-,-,-,1
TROPHERYMA WHIPPLEI,-,-,-,2,-,-,-,-,-,-,2
TROPICIBACTER,1,-,-,-,-,-,-,-,-,-,1
TROPICIMONAS,1,-,-,-,-,-,-,-,-,-,1
TRUEPERA,1,-,-,-,-,-,-,-,-,-,1
TSUKAMURELLA INCHO,-,2,-,2,-,-,-,-,2,-,2
TSUKAMURELLA INCHONENSIS,2,-,2,-,-,-,-,2,-,-,2
TSUKAMURELLA PULMONIS,2,-,-,2,-,-,-,-,2,-,2
TSUKAMURELLA TYROSINOSOLVENS,-,-,2,-,-,-,-,2,-,-,2
TUBERIBACILLUS,1,-,-,-,-,-,-,-,-,-,1
TUMEBACILLUS,1,-,-,-,-,-,-,-,-,-,1
TURICELLA OTITIDIS,2,2,-,2,-,-,-,-,2,-,2
TURICIBACTER,1,-,-,1,-,-,-,-,-,-,1
TURNERIELLA,1,-,-,-,-,-,-,-,-,-,1
ULIGINOSIBACTERIUM,1,-,-,-,-,-,-,-,-,-,1
ULVIBACTER,1,-,-,1,-,-,-,-,-,-,1
UMEZAWAEA,1,-,-,-,-,-,-,-,-,-,1
UNDIBACTERIUM,1,-,-,-,-,-,-,-,-,-,1
UREAPLASMA DIVERSUM,-,2,-,2,-,2,-,-,2,-,2
UREAPLASMA GALLORALE,-,-,-,2,-,2,-,-,2,-,2
UREAPLASMA PARVUM,-,-,-,2,-,2,-,-,-,-,2
UREAPLASMA UREALYTICUM,2,2,2,2,-,2,-,-,2,2,2
UREIBACILLUS,1,-,-,1,-,-,-,-,-,-,1
URUBURUELLA SUIS,2,-,-,-,-,-,-,-,-,1,2
,,,,,,,,,,,NA
VAGOCOCCUS LUTRAE,-,-,-,-,-,-,-,-,2,-,2
VAGOCOCCUS SALMONINARUM,2,2,-,2,-,-,-,-,2,-,2
VARIBACULUM CAMBRIENSE,2,-,-,2,-,-,-,-,-,-,2
VARIOVORAX,1,-,-,1,-,-,-,-,1,-,1
VEILLONELLA DENTICARIOSI,2,-,-,-,-,-,-,-,-,-,2
VEILLONELLA PARVULA,2,-,1,2,-,-,-,-,2,-,2
VERMINEPHROBACTER,1,-,-,-,-,-,-,-,-,-,1
VERRUCOMICROBIUM,1,-,-,1,-,-,-,-,1,-,1
VERRUCOSISPORA,1,-,-,1,-,-,-,-,-,-,1
VIBRIO AESTUARIANUS,-,2,-,1,2,2,2,2,1,2,2
VIBRIO ALGINOLYTICUS,2,2,1,2,2,2,2,2,2,2,2
VIBRIO CARCHARIAE,-,2,-,-,2,2,2,2,2,2,2
VIBRIO CINCINNATIENSIS,2,-,-,2,2,2,2,2,2,2,2
VIBRIO CHOLERAE,-,2,-,2,2,2,2,2,2,2,2
VIBRIO FLUVIALIS,2,-,-,2,2,2,2,2,2,2,2
VIBRIO FOETIDUS,-,2,-,-,2,2,2,2,-,2,2
VIBRIO FURNISSII,2,2,1,2,2,2,2,2,2,2,1
VIBRIO ICHTHYOENTERI,2,-,-,2,2,2,2,2,2,2,2
VIBRIO METCHNIKOVII,2,2,-,2,2,2,2,2,2,2,2
VIBRIO MIMICUS,2,2,-,2,2,2,2,2,2,2,2
VIBRIO ORDALII,2,2,-,2,2,2,2,2,2,2,2
VIBRIO PARAHAEMOLYTICUS,2,2,2,2,2,2,2,2,2,2,2
VIBRIO PENAECIDA,-,2,-,1,2,2,2,2,1,2,2
VIBRIO PSEUDOTUBERCULOSIS,-,2,-,-,2,2,2,2,-,2,2
VIBRIO SALMONICIDA,-,2,-,2,2,2,2,2,2,2,2
VIBRIO SPLENDIDUS,2,-,-,2,2,2,2,2,1,2,2
VIBRIO VULNIFICUS,1,2,-,2,2,2,2,2,2,2,2
VIBRIO WODANIS,-,-,-,2,2,2,2,2,-,2,2
VICTIVALLIS,1,-,-,1,-,-,-,-,-,-,1
VIRGIBACILLUS,1,-,1,1,-,-,-,-,-,-,1
VIRGISPORANGIUM,1,-,-,1,-,-,-,-,-,-,1
VIRGOSPORANGIUM,1,-,-,-,-,-,-,-,-,-,1
VIRIDIBACILLUS,1,-,-,-,-,-,-,-,-,-,1
VITREOSCILLA,1,-,-,1,-,-,-,-,1,-,1
VOGESELLA,1,-,-,1,-,-,-,-,1,-,1
VOLCANIELLA,1,-,-,-,-,-,-,-,-,-,1
VOLUCRIBACTER AMAZONAE,2,-,-,2,-,-,-,-,-,-,2
VOLUCRIBACTER PSITTACICIDA,2,-,-,2,-,-,-,-,-,-,2
VULCANIBACILLUS,1,-,-,-,-,-,-,-,-,-,1
VULCANITHERMUS,1,-,-,1,-,-,-,-,-,-,1
,,,,,,,,,,,NA
WADDLIA CHONDROPHILA,-,-,-,2,-,-,-,-,2,-,2
WAKSMANIA,1,-,-,-,-,-,-,-,-,-,1
WANGIA,1,-,-,-,-,-,-,-,-,-,1
WAUTERSIA PAUCULA,1,-,-,2,-,-,-,-,-,-,1
WEISSELLA,1,-,-,1,-,-,-,-,1,-,1
WILLIAMSIA DELIGENS,2,-,-,1,-,-,-,-,-,-,2
WINOGRADSKYELLA,1,-,-,-,-,-,-,-,-,-,1
WOHLFAHRTIIMONAS,1,-,-,-,-,-,-,-,-,-,1
WOLBACHIA,-,-,-,1,-,-,-,-,1,-,1
WOLINELLA,1,-,-,1,-,-,-,-,1,-,1
WOODSHOLEA,1,-,-,1,-,-,-,-,-,-,1
,,,,,,,,,,,NA
XANTHOBACTER,1,-,-,1,-,-,-,-,1,-,1
XANTHOMONAS ALBILINEANS,2,-,-,1,-,-,-,-,1,-,1
XANTHOMONAS ARBORICOLA,-,-,-,-,-,-,-,-,2,-,2
XANTHOMONAS AXONOPODIS,-,-,-,-,-,-,-,-,2,-,2
XANTHOMONAS CAMPESTRIS,-,-,-,-,-,-,-,-,2,-,2
XANTHOMONAS FRAGARIAE,-,-,-,-,-,-,-,-,2,-,2
XANTHOMONAS TRANSLUCENS,-,-,-,-,-,-,-,-,2,-,2
XANTHOMONAS VESICATORIA,-,-,-,-,-,-,-,-,2,-,2
XENOPHILUS,1,-,-,1,-,-,-,-,-,-,1
XENORHABDUS,1,-,-,1,-,-,-,-,1,-,1
XYLANIBACTER,1,-,-,1,-,-,-,-,-,-,1
XYLANIBACTERIUM,1,-,-,1,-,-,-,-,-,-,1
XYLANIMICROBIUM,1,-,-,1,-,-,-,-,-,-,1
XYLANIMONAS,1,-,-,1,-,-,-,-,-,-,1
XYLELLA FASTIDIOSA,2,-,-,1,-,-,-,-,3,-,2
XYLOPHILUS,1,-,-,1,-,-,-,-,2,-,1
,,,,,,,,,,,NA
YANIA,1,-,-,1,-,-,-,-,-,-,1
YANIELLA,1,-,-,-,-,-,-,-,-,-,1
YERSINIA ALEKSICIAE,2,-,-,-,2,2,2,2,-,2,2
YERSINIA FREDERIKSENII,2,2,-,2,2,2,2,2,2,2,2
YERSINIA INTERMEDIA,2,2,-,2,2,2,2,2,2,2,2
YERSINIA KRISTENSENII,2,2,2,2,2,2,2,2,2,2,2
YERSINIS PESTIS,-,3,-,3,3,3,3,3,3,3,3
YERSINIA PSEUDOTUBERCULOSIS,2,2,-,2,2,2,2,2,2,2,2
YERSINIA RUCKERI,2,2,1,2,2,3,2,2,2,2,2
YERSINIA SIMILIS,2,-,-,-,2,2,2,2,-,2,2
YOKENELLA REGENSBURGEI,2,-,-,-,-,-,-,-,-,-,2
YONGHAPARKIA,1,-,-,-,-,-,-,-,-,-,1
,,,,,,,,,,,NA
ZAVARZINELLA,1,-,-,-,-,-,-,-,-,-,1
ZAVARZINIA,1,-,-,1,-,-,-,-,1,-,1
ZEAXANTHINIBACTER,1,-,-,-,-,-,-,-,-,-,1
ZHIHENGLIUELLA,1,-,-,-,-,-,-,-,-,-,1
ZIMMERMANNELLA,1,-,-,1,-,-,-,-,-,-,1
ZOBELLELLA,1,-,-,-,-,-,-,-,-,-,1
ZOBELLIA,1,-,-,1,-,-,-,-,-,-,1
ZOOGLOEA,1,-,-,1,-,-,-,-,1,-,1
ZOOSHIKELLA,1,-,-,1,-,-,-,-,-,-,1
ZUNONGWANGIA,1,-,-,-,-,-,-,-,-,-,1
ZYMOBACTER,1,-,-,1,-,-,-,-,1,-,1
ZYMOBACTERIUM,1,-,-,-,-,-,-,-,-,-,1
ZYMOMONAS,1,-,-,1,-,-,-,-,1,-,1
ZYMOPHILUS,1,-,-,1,-,-,-,-,1,-,1
,,,,,,,,,,,NA
,,,,,,,,,,,NA
,,,,,,,,,,,NA
